TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,RA (deg),Dec (deg),Mookodi Comp,SHOC Comp,Num Transits,Transit Times
465540915,3029.01,,3,4,3,3,3,4,4,,,27.62,0,0,3,PC,PC,10.8257,0.227,,1,spoc-s01-s65-b0A-PC,FAINT,10:54:42.11,-60:20:52.03,-6.472,0.066,3.112,0.068,2460014.567621,0.0032390584,2.0252285147754,0.00023033378,5.20982560799495,0.22657578,2.963128,0.131894,2725.42129748192,121.471664,,,39543.7591713239,1267.0,18.986448,11925.2,3046.08,3600.5,257.0,,,,,,,,,"10,11,63,64",2021-06-04,2024-09-06,2024-09-07 00:00:00,found in faint-star QLP search; no stellar radius,163.67545833333335,-60.34778611111111,20,3,5,"['2025-02-14T18:19:55.311' '2025-02-14T23:32:30.684'
 '2025-02-16T18:56:15.055' '2025-02-17T00:08:50.427'
 '2025-02-18T19:32:34.799' '2025-02-19T00:45:10.171'
 '2025-02-20T20:08:54.542' '2025-02-21T01:21:29.915'
 '2025-02-22T20:45:14.286' '2025-02-23T01:57:49.658']"
401283491,3032.01,,3,4,3,3,1,4,4,24.5,65.0,103.97,0,0,0,PC,PC,13.2727,0.006,,1,qlp-s10-faintsearch,FAINT,12:32:28.83,-50:18:51,-35.789,0.038,1.021,0.023,2458622.183163,0.0027816,3.4677103,0.0003593,2.234,0.242,10.912014,0.014405,10000.0,13.2678,12.3649,,273.655,1133.0,19.0,673.183,12.7715,5645.0,122.0,4.29,,1.18,,,,1.0,,"10,11",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,188.120125,-50.314166666666665,39,5,1,['2025-02-24T00:06:27.395' '2025-02-24T02:20:29.795']
391645374,3034.01,,3,4,3,3,1,4,4,54.2,49.2,317.0,0,0,0,PC,PC,13.2714,0.006,,1,qlp-s37-tois,FAINT,10:47:13.71,-60:45:01.03,,,,,2459329.792314,0.0038264,1.4032876,8.4e-06,2.534,0.231,13.118628,4.752327,12010.0,4367.49,,,6122.38,2464.0,18.0,730.429,,5649.5,217.3,,,,,,,,,"10,11,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; no stellar radius,161.807125,-60.75028611111111,91,8,2,"['2025-02-13T21:32:26.932' '2025-02-14T00:04:29.332'
 '2025-02-20T21:56:07.175' '2025-02-21T00:28:09.575']"
361219651,3042.01,,3,4,3,3,3,4,4,19.2,55.3,111.76,0,0,1,PC,PC,12.7296,0.006,,1,qlp-s38-tois,FAINT,09:35:41,-64:52:34,-4.025,2.308,3.181,2.309,2459356.477444,0.002208,2.7559464,1.18e-05,3.255,0.26,4.493376,0.003591,4130.0,3.30733,,,1455.77,1720.0,26.0,1084.92,,6277.0,504.8,,,,,,,,,"9,10,11,36,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,143.92083333333332,-64.8761111111111,19,0,1,['2025-02-16T20:37:01.566' '2025-02-16T23:52:19.566']
360706000,3043.01,,3,4,3,3,1,4,4,21.1,18.6,317.0,0,0,0,PC,PC,13.3257,0.006,,1,qlp-s38-tois,FAINT,09:30:20.37,-65:13:03.84,-2.127,0.027,3.15,0.027,2459357.129097,0.0021822,2.3725483,1.08e-05,1.543,0.178,5.45321,0.007576,5010.0,6.97771,14.8302,,368.442,1220.0,18.0,1213.32,20.41,6019.0,122.0,3.85,,2.08,,,,1.11,,"9,10,11,36,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,142.58487499999998,-65.21773333333334,47,5,2,"['2025-02-14T19:29:36.125' '2025-02-14T21:02:10.925'
 '2025-02-21T22:19:00.644' '2025-02-21T23:51:35.444']"
357538688,3044.01,,5,5,5,5,5,5,5,9.5,30.2,97.68,0,0,1,PC,FP,11.5088,0.006,,1,qlp-s37-tois,FAINT,09:10:11.78,-63:24:23.79,-4.986,0.047,6.223,0.048,2459315.913002,0.0027138,13.2681095,7.65e-05,3.554,0.46,2.325965,0.002925,2140.0,2.69413,11.9718,0.71923,91.8511,862.0,22.0,737.306,13.071,6364.0,135.5,3.75,0.09,2.48,0.12,,,1.27,0.198641,"9,10,11,36,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,137.54908333333333,-63.40660833333333,24,1,1,['2025-02-15T18:12:20.218' '2025-02-15T21:45:34.618']
323966987,3046.01,,3,4,3,3,1,4,4,44.3,62.2,317.0,0,0,0,PC,PC,13.1849,0.006,,1,qlp-s38-tois,FAINT,11:47:42.76,-60:04:07.94,-14.326,0.025,1.81,0.022,2459357.033335,0.0020272,4.1343989,1.46e-05,3.051,0.143,20.075142,0.010395,18320.0,9.57399,18.5459,,503.511,1319.0,25.0,803.709,10.467,6320.0,122.0,4.27,,1.35,,,,1.25,,"10,11,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,176.92816666666667,-60.06887222222223,58,2,2,"['2025-02-14T19:42:49.781' '2025-02-14T22:45:53.381'
 '2025-02-18T22:56:21.846' '2025-02-19T01:59:25.446']"
303867090,3049.01,,5,5,5,5,5,5,5,26.4,78.8,49.35,0,0,0,EB,FP,12.4092,0.006,,1,qlp-s38-tois-FP,FAINT,09:20:52.78,-69:47:30.05,14.567,3.09,-0.971,3.09,2459359.446834,0.0006272,1.3168344,1.8e-06,0.733,0.124,3.95929,0.005141,3640.0,4.73463,,,184.682,1027.0,27.0,459.056,,5211.7,201.7,,,,,,,,,"9,10,11,36,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; TFOP FP; retired as EB,140.21991666666668,-69.79168055555556,32,3,5,"['2025-02-15T20:31:26.443' '2025-02-15T21:15:25.243'
 '2025-02-19T19:20:09.920' '2025-02-19T20:04:08.720'
 '2025-02-21T02:56:24.412' '2025-02-21T03:40:23.212'
 '2025-02-23T18:08:53.396' '2025-02-23T18:52:52.196'
 '2025-02-25T01:45:07.888' '2025-02-25T02:29:06.688']"
464711858,3058.01,,3,4,3,3,3,4,4,60.3,76.1,317.0,0,0,2,PC,PC,12.5068,0.006,,1,qlp-s37-tois,FAINT,10:27:46.44,-56:45:37.56,-26.5,0.04,12.1,0.04,2460042.04604,0.0039953357,2.3483946,1.91e-05,2.375,0.443,3.185877,1.608123,2930.0,1480.04,19.5614,7.77792,5427.95,2391.0,12.0,810.583,15.4985,6155.0,129.1,3.98,0.08,1.82,0.09,,,1.17,0.159701,"9,10,36,37,63,64",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; Rp updated to ~19 Re with tic8; possible offset towards TIC 464711846 in spoc-s1-s65,156.9435,-56.76043333333333,107,14,1,['2025-02-18T21:06:19.247' '2025-02-18T23:28:49.247']
464067218,3059.01,,5,5,5,5,5,5,5,,,25.93,0,0,3,EB,FP,11.2012,0.01,,1,qlp-s37-tois,FAINT,10:21:13.81,-58:32:13.24,,,,,2460015.013078,0.003325809,1.39345654949148,0.00015119762,2.809,0.901,2.750393,0.025009,2530.0,23.0335,,,544.526,1345.0,28.0,,,3301.0,51.7,,,,,,,,,"9,10,36,37,63,64",2021-06-04,2024-11-18,2024-11-18 00:00:00,found in faint-star QLP search; offset centered near TIC 464067208 (Tmag ~15.6); likely too large; red giant; distance ~5000 pc; retired as TFOP FP/NEB,155.30754166666665,-58.53701111111111,33,5,2,"['2025-02-14T22:29:19.198' '2025-02-15T01:17:51.598'
 '2025-02-21T21:42:12.428' '2025-02-22T00:30:44.828']"
463681005,3060.01,,5,5,5,5,5,5,5,18.2,44.9,66.4,0,0,0,EB,FP,13.5552,0.006,,1,spoc-s01-s65-b0A-PC,FAINT,10:18:03.31,-56:47:16.36,-7.63,0.038,3.457,0.034,2460014.80407,0.0023588082,0.546539104815458,5.1707768e-05,1.61149787160463,0.5729396,3.395143,0.334227,3122.15842925418,307.78687,9.53654983703762,4.5918403,18187.3314372639,2961.8427337749,9.332116,1298.66,36.655,6091.0,122.0,4.05,,1.66057002544403,,,,1.14,,"9,10,63,64",2021-06-04,2024-11-18,2024-12-13 12:15:41,found in faint-star QLP search; slight depth aperture correlation; possibly SV; centroid offset centered on another star (TIC 463680985; Tmag~ 16.8); retired as TFOP FP/NEB,154.51379166666666,-56.78787777777777,60,5,10,"['2025-02-12T18:13:32.439' '2025-02-12T19:50:13.832'
 '2025-02-13T20:27:34.397' '2025-02-13T22:04:15.789'
 '2025-02-14T22:41:36.354' '2025-02-15T00:18:17.746'
 '2025-02-16T00:55:38.311' '2025-02-16T02:32:19.704'
 '2025-02-18T18:30:43.205' '2025-02-18T20:07:24.597'
 '2025-02-19T20:44:45.162' '2025-02-19T22:21:26.554'
 '2025-02-20T22:58:47.119' '2025-02-21T00:35:28.512'
 '2025-02-22T01:12:49.077' '2025-02-22T02:49:30.469'
 '2025-02-24T18:47:53.970' '2025-02-24T20:24:35.362'
 '2025-02-25T21:01:55.927' '2025-02-25T22:38:37.320']"
457268255,3069.01,,3,4,3,3,3,4,4,18.4,83.3,48.96,0,0,1,PC,PC,11.4573,0.006,,1,qlp-s36-tois,FAINT,10:35:46.03,-50:29:55.09,-7.034,0.044,13.281,0.044,2459303.646732,0.0013717,3.8277062,8.3e-06,0.899,0.076,3.926599,0.006682,3610.0,6.15439,7.97984,0.477344,69.9284,805.0,18.0,367.188,3.804,6610.0,128.0,4.44,0.09,1.18,0.05,,,1.38,0.233459,"9,10,36",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,158.9417916666667,-50.49863611111111,34,2,1,['2025-02-21T00:49:58.878' '2025-02-21T01:43:55.278']
452049244,3070.01,,3,4,3,3,1,4,4,50.1,56.1,317.0,0,0,0,PC,PC,13.3727,0.007,,1,qlp-s37-tois,FAINT,11:33:35.79,-56:42:08.66,-0.381,0.043,-1.144,0.036,2459332.070023,0.0020272,0.6587178,2.5e-06,1.576,0.239,7.637813,0.01842,7010.0,16.9654,20.2415,,8468.98,2672.0,20.0,1689.05,88.455,6520.0,122.0,3.8,,2.41,,,,1.34,,"10,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,173.399125,-56.70240555555556,100,7,7,"['2025-02-12T19:07:30.127' '2025-02-12T20:42:03.727'
 '2025-02-16T02:10:16.216' '2025-02-16T03:44:49.816'
 '2025-02-18T01:35:55.870' '2025-02-18T03:10:29.470'
 '2025-02-20T01:01:35.524' '2025-02-20T02:36:09.124'
 '2025-02-22T00:27:15.178' '2025-02-22T02:01:48.778'
 '2025-02-23T23:52:54.831' '2025-02-24T01:27:28.431'
 '2025-02-25T23:18:34.485' '2025-02-26T00:53:08.085']"
447976172,3074.01,,3,4,3,3,1,4,4,11.6,45.5,52.55,0,0,0,PC,PC,13.325,0.009,,1,qlp-s37-tois,FAINT,10:31:39.26,-48:59:38.68,,,,,2459327.920394,0.0058297,5.3583725,4.56e-05,4.916,0.409,5.442298,0.005318,5000.0,4.8982,,,,,12.0,481.009,,,,,,,,,,,,"9,10,36,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; slight depth aperture correlation; no stellar parameters,157.91358333333335,-48.994077777777775,51,4,1,['2025-02-19T20:28:36.466' '2025-02-20T01:23:34.066']
447891218,3075.01,,3,4,3,3,3,4,4,13.0,36.3,58.75,0,0,1,PC,PC,12.9687,0.006,,1,qlp-s37-tois,FAINT,10:31:57.67,-52:10:44.91,-18.238,0.028,8.167,0.027,2459331.553005,0.0037815,1.8030565,1.34e-05,2.3,0.409,2.848362,0.005942,2620.0,5.47256,8.89917,0.608175,1600.56,1762.0,13.0,871.063,13.4085,5982.0,126.0,4.01,0.08,1.72,0.08,,,1.1,0.141572,"9,10,36,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,157.99029166666668,-52.179141666666666,58,8,2,"['2025-02-16T23:09:10.627' '2025-02-17T01:27:10.627'
 '2025-02-18T18:25:34.709' '2025-02-18T20:43:34.709']"
443042089,3078.01,,3,4,3,3,3,4,4,29.0,77.8,80.03,0,0,1,PC,PC,12.7683,0.008,,1,qlp-s37-tois,FAINT,09:46:13.42,-56:17:57.79,-11.079,0.033,5.598,0.029,2460014.890217,0.0012245015,0.5496848,1.9e-06,0.82,0.159,3.109654,0.018502,2860.0,17.0406,10.6252,0.894043,4902.04,2331.0,15.0,921.264,16.8725,7433.0,140.0,4.14,0.08,1.84,0.07,,,1.7,0.282811,"9,10,36,37,63,64",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; possible odd-even,146.5559166666667,-56.29938611111111,81,4,9,"['2025-02-13T01:39:25.684' '2025-02-13T02:28:37.684'
 '2025-02-15T19:37:09.517' '2025-02-15T20:26:21.517'
 '2025-02-16T22:00:15.051' '2025-02-16T22:49:27.051'
 '2025-02-18T00:23:20.584' '2025-02-18T01:12:32.584'
 '2025-02-19T02:46:26.118' '2025-02-19T03:35:38.118'
 '2025-02-20T18:21:04.418' '2025-02-20T19:10:16.418'
 '2025-02-21T20:44:09.951' '2025-02-21T21:33:21.951'
 '2025-02-22T23:07:15.485' '2025-02-22T23:56:27.485'
 '2025-02-24T01:30:21.018' '2025-02-24T02:19:33.018']"
432467894,3081.01,,3,4,3,3,1,4,4,21.7,20.3,317.0,0,0,0,PC,PC,13.263,0.007,,1,qlp-s36-tois,FAINT,09:46:09.54,-49:34:38.36,-0.325,0.033,-2.675,0.033,2459301.966886,0.0078164,3.4365075,3.88e-05,3.353,0.459,4.798686,0.011663,4410.0,10.7418,17.7367,,575.941,1364.0,9.0,1196.4,29.67,5438.0,122.0,,,2.63,,,,,,"9,10,36",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,146.53975,-49.57732222222223,97,10,1,['2025-02-24T23:37:10.718' '2025-02-25T02:58:21.518']
362607799,3088.01,,3,4,3,3,3,4,4,,,44.6,0,0,1,PC,PC,12.928,0.006,,1,qlp-s36-tois,FAINT,09:41:32.75,-50:56:22.21,-7.49,2.946,5.922,2.946,2459990.863723,0.004988434,2.6337971,1.54e-05,2.591,0.347,5.213172,0.007454,4790.0,6.86537,,,163.704,996.0,15.0,,,3946.9,171.2,,,,,,,,,"9,10,36,62",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; no stellar parameters; Gaia spectra suggest host is evolved; v-shaped; multiple stars in pixel,145.38645833333334,-50.939502777777776,109,8,2,"['2025-02-13T20:55:01.102' '2025-02-13T23:30:28.702'
 '2025-02-21T18:33:01.310' '2025-02-21T21:08:28.910']"
120723776,3109.01,,5,5,5,5,5,5,5,111.3,168.5,317.0,0,0,0,PC,FP,12.483,0.023,,1,qlp-s37-tois-FP,FAINT,10:56:14.53,-52:28:56.27,,,,,2459327.889241,0.0003354,2.8831285,2.6e-06,3.53,0.06,28.925924,0.00297,26290.0,2.73564,28.6734,1.20118,523.57,1332.0,170.0,,,,,,,1.77,0.07,,,,,"10,36,37",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; TFOP FP retired as EB,164.0605416666667,-52.48229722222222,41,0,1,['2025-02-13T20:48:08.482' '2025-02-14T00:19:56.482']
60768923,3123.01,,3,5,5,3,3,4,4,113.9,139.5,317.0,0,6,3,PC,APC,11.099,0.009,,1,qlp-s38-tois,FAINT,14:04:52.26,-29:56:51.93,-21.885,0.091,1.332,0.081,2459359.165583,0.0007286,1.8703411,2.8e-06,2.134,0.181,10.440533,0.019688,9570.0,18.1327,18.6634,1.1612,3374.5,2123.0,50.0,450.78,9.348,6368.0,130.6,4.08,0.09,1.7,0.08,,,1.27,0.200938,"11,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,V-shaped; found in faint-star QLP search,211.21775,-29.947758333333333,9,3,1,['2025-02-17T23:16:59.030' '2025-02-18T01:25:01.430']
360816293,3146.01,TIC 360816293.01,5,5,5,5,5,5,5,67.4,63.2,317.0,0,0,0,PC,FP,12.2077,0.006,,1,qlp-s11-faintsearch,FAINT,12:43:47.22,-76:41:48,-48.746,0.044,-13.432,0.037,2458650.905593,0.0007433,3.5506084,9.95e-05,2.706,0.11,17.55639,0.004701,16040.0,4.32989,14.4767,0.931503,230.045,1084.0,94.0,280.355,1.9625,5083.0,126.2,4.26,0.08,1.13,0.07,,,0.85,0.101571,"11,12",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; CTOI from Olmschenk et al. (2021),190.94675,-76.69666666666667,28,2,1,['2025-02-17T21:42:30.839' '2025-02-18T00:24:52.439']
372596796,3181.01,TIC 372596796.01,5,5,5,5,5,5,5,42.7,121.5,117.05,0,0,0,PC,FP,12.298,0.006,,1,qlp-s11-faintsearch,FAINT,10:05:59.89,-66:53:51,-29.996,0.036,15.555,0.032,2458617.031866,0.0010842,3.5366743,0.0001518,2.697,0.143,14.405143,0.005175,13180.0,4.76601,13.338,0.7167,446.023,1280.0,62.0,455.304,4.1195,5971.0,140.0,4.37,0.08,1.14,0.06,,,1.1,0.14277,"10,11",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; CTOI from Olmschenk et al. (2021),151.4995416666667,-66.89750000000001,70,6,2,"['2025-02-14T19:07:31.037' '2025-02-14T21:49:20.237'
 '2025-02-21T20:53:08.356' '2025-02-21T23:34:57.556']"
361998994,3189.01,,3,4,3,3,1,4,4,26.4,64.9,117.84,0,0,0,PC,PC,13.6447,0.006,,1,qlp-s11-faintsearch,FAINT,09:40:56.06,-63:29:13.97,-9.782,0.034,9.692,0.031,2458622.189194,0.004049,1.84996,0.0001401,2.954,0.387,10.19939,0.017767,9350.0,16.3639,13.3315,,2772.81,2021.0,14.0,1049.88,18.82,6320.0,122.0,4.26,,1.37,,,,1.25,,"10,11",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,145.2335833333333,-63.48721388888889,55,7,2,"['2025-02-19T00:46:19.690' '2025-02-19T03:43:34.090'
 '2025-02-20T21:10:16.234' '2025-02-21T00:07:30.634']"
344745774,3190.01,,3,4,3,3,1,4,4,20.5,27.9,317.0,0,0,0,PC,PC,13.3066,0.006,,1,qlp-s37-tois,FAINT,10:26:43.37,-66:30:17.62,-6.202,0.028,1.752,0.025,2460070.208572,0.0026654988,2.669856,1.5e-05,3.559,0.331,7.058465,0.007287,6480.0,6.71123,16.192,,4573.16,2290.0,19.0,1679.95,44.585,7833.0,125.0,4.1,,2.0,,,,1.86,,"10,11,37,64,65",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,156.68070833333334,-66.50489444444445,104,5,2,"['2025-02-17T17:58:46.229' '2025-02-17T21:32:18.629'
 '2025-02-25T18:12:32.904' '2025-02-25T21:46:05.304']"
319949055,3208.01,,3,4,3,3,1,4,4,19.7,67.0,93.73,0,0,0,PC,PC,13.3011,0.011,,1,qlp-s38-tois,FAINT,11:37:33.44,-65:18:28.57,-5.365,0.069,2.286,0.057,2459356.016126,0.0024078,2.3577049,1.42e-05,3.357,0.31,7.856515,0.008971,7210.0,8.26274,11.6588,,4995.52,2342.0,16.0,964.011,36.242,7822.0,122.0,4.42,,1.39,,,,1.86,,"10,11,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,174.38933333333335,-65.3079361111111,70,9,2,"['2025-02-16T21:57:38.635' '2025-02-17T01:19:03.835'
 '2025-02-23T23:42:55.745' '2025-02-24T03:04:20.945']"
319806044,3209.01,,3,4,3,3,1,4,4,,,54.48,0,0,0,PC,PC,13.0789,0.024,,1,qlp-s38-tois,FAINT,11:37:58.98,-61:28:15.81,-6.275,0.084,1.776,0.082,2459358.066273,0.0032349,1.3509356,8.4e-06,2.636,0.818,6.599578,0.060575,6060.0,55.7899,,,1788.91,1811.0,16.0,6817.48,1976.28,4297.6,490.4,,,,,,,,,"10,11,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,174.49575000000002,-61.47105833333333,42,1,2,"['2025-02-15T22:57:05.386' '2025-02-16T01:35:14.986'
 '2025-02-20T00:13:07.893' '2025-02-20T02:51:17.493']"
307888842,3215.01,,3,4,3,3,3,4,4,36.3,87.8,114.13,0,0,1,PC,PC,12.9273,0.009,,1,qlp-s38-tois,FAINT,12:00:12.02,-61:39:22.17,-10.035,2.898,13.157,2.898,2459359.494759,0.0022475,1.2008331,5.6e-06,1.584,0.461,6.315603,0.044186,5800.0,40.6964,,,,,15.0,868.982,,,,,,,,,,,,"10,11,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,180.05008333333333,-61.65615833333333,78,5,2,"['2025-02-15T21:46:33.096' '2025-02-15T23:21:35.496'
 '2025-02-21T21:52:32.995' '2025-02-21T23:27:35.395']"
306547699,3216.01,,3,4,3,3,1,4,4,,,107.69,0,0,0,PC,PC,13.1235,0.017,,1,qlp-s38-tois,FAINT,11:57:49.88,-62:19:39.17,-6.864,0.092,0.657,0.083,2459356.241304,0.0028017,2.6985136,1.96e-05,4.856,0.217,14.768282,0.009791,13510.0,9.01793,,,457.995,1288.0,24.0,7186.76,2210.35,3922.8,331.1,,,,,,,,,"10,11,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,179.45783333333333,-62.32754722222222,99,6,1,['2025-02-25T21:10:11.136' '2025-02-26T02:01:32.736']
303686889,3222.01,,3,4,3,3,3,4,4,10.1,30.8,96.39,0,0,1,PC,PC,12.8239,0.006,,1,qlp-s38-tois,FAINT,09:18:23.95,-66:38:45.94,-6.668,0.023,7.865,0.022,2459359.939605,0.0028074,5.6320791,2.84e-05,4.728,0.305,3.915703,0.002028,3600.0,1.86746,11.8957,0.621489,817.311,1489.0,25.0,1100.93,15.24,6409.0,135.0,3.95,0.09,2.0,0.09,,,1.29,0.197607,"9,10,11,36,37,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,139.59979166666668,-66.64609444444446,58,6,1,['2025-02-21T22:28:18.592' '2025-02-22T03:11:59.392']
280857321,3231.01,,3,4,3,3,3,4,4,27.7,35.5,317.0,0,0,1,PC,PC,11.627,0.007,,1,qlp-s38-tois,FAINT,11:33:17.38,-67:26:57.42,-14.793,0.048,0.872,0.049,2460042.803664,0.0014030847,2.1738256,8.6e-06,2.081,0.174,2.968113,0.003432,2730.0,3.16059,17.3093,1.00412,2159.42,1899.0,20.0,1206.09,37.245,7588.0,142.1,3.65,0.09,3.28,0.15,,,1.76,0.291698,"10,11,37,38,64,65",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; possible secondary near half phase and possible offset towards neighboring TIC 280857320,173.32241666666667,-67.44928333333334,47,4,2,"['2025-02-18T20:11:49.767' '2025-02-18T22:16:41.367'
 '2025-02-21T00:22:08.299' '2025-02-21T02:26:59.899']"
269439355,3232.01,,3,4,3,3,3,4,4,24.4,21.8,317.0,0,0,1,PC,PC,11.3983,0.006,,1,qlp-s11-faintsearch,FAINT,09:52:00.1,-63:04:30.69,-11.026,0.05,7.908,0.048,2458621.03022,0.0068847,3.3898234,0.0006084,1.587,0.51,1.999595,0.016645,1840.0,15.3306,14.9878,1.53379,229.032,1083.0,12.0,825.812,18.099,6096.0,128.6,3.5,0.08,3.13,0.15,,,1.14,0.154705,"9,11",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,148.00041666666667,-63.07519166666667,39,4,2,"['2025-02-12T19:08:53.557' '2025-02-12T20:44:06.757'
 '2025-02-22T23:12:55.783' '2025-02-23T00:48:08.983']"
76505260,3257.01,,5,5,5,5,5,5,5,144.6,269.4,317.0,0,0,0,PC,FP,13.2608,0.006,,1,qlp-s38-tois-FP,FAINT,15:14:44.25,-31:54:07.94,-12.355,0.09,-0.119,0.082,2459356.441741,0.0017639,2.5336422,9e-06,2.865,0.172,14.526176,3.722251,13290.0,3422.45,29.183,,3022.37,2065.0,27.0,761.766,29.158,6038.0,122.0,4.22,,1.36,,,,1.12,,11,2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; TFOP FP; retired as EB,228.684375,-31.902205555555557,24,2,1,['2025-02-12T23:33:26.533' '2025-02-13T02:25:20.533']
369789627,3258.01,,3,4,3,3,1,4,4,,,23.56,0,0,0,PC,PC,12.6593,0.007,,1,qlp-s38-tois,FAINT,10:28:03.47,-85:31:44.83,-12.812,1.217,20.454,1.216,2459360.104827,0.0024386,1.227961,5.2e-06,1.69,0.153,2.456541,0.00218,2260.0,2.00798,,,560.674,1355.0,18.0,,,4508.0,211.0,,,,,,,,,"11,12,13,38",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,157.01445833333332,-85.52911944444445,12,1,5,"['2025-02-12T22:08:19.306' '2025-02-12T23:49:43.306'
 '2025-02-17T20:01:22.627' '2025-02-17T21:42:46.627'
 '2025-02-19T01:29:38.458' '2025-02-19T03:11:02.458'
 '2025-02-22T17:54:25.949' '2025-02-22T19:35:49.949'
 '2025-02-23T23:22:41.779' '2025-02-24T01:04:05.779']"
369861728,3307.01,,3,4,3,5,1,5,5,24.4,70.6,97.0,0,0,0,PC,PC,13.1045,0.006,,1,qlp-s13-faintsearch,FAINT,10:44:08.83,-86:18:59.12,-22.007,0.026,13.715,0.025,2458681.293828,0.0021706,3.8784358,0.0002987,2.677,0.268,10.495346,0.007111,9620.0,6.54987,11.8812,,310.093,1169.0,28.0,560.726,4.587,5636.0,122.0,4.32,,1.14,,,,1.0,,"12,13",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,161.03679166666666,-86.31642222222222,19,2,1,['2025-02-14T19:05:12.880' '2025-02-14T21:45:50.080']
131347421,3348.01,,3,4,3,3,3,4,4,,,15.58,0,0,1,PC,PC,11.4872,0.006,,1,qlp-s07-faintsearch,FAINT,07:51:41.9,-37:10:16.81,-7.5,2.7,6.9,2.7,2459250.961281,0.0028754,2.6156239,1.2e-05,2.101,0.228,2.5436,0.002908,2340.0,2.67833,4.05281,0.214842,1128.14,1614.0,11.0,820.182,,7002.0,132.8,,,0.83,0.03,,,,,"7,8,34",2021-06-04,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,117.92458333333332,-37.17133611111111,26,2,1,['2025-02-24T20:39:19.086' '2025-02-24T22:45:22.686']
