,source_id,ra,dec,parallax,pmra,pmdec,bp_rp,phot_g_mean_mag
0,1404488390652463872,237.92410429060013,52.306308084003,8.591641015505992,-10.25468604708327,-1.4037482705267568,1.0974197,11.321857
1,1404650366755641728,238.52586394983925,51.963824680412905,8.623591642810956,-9.390369119529725,0.4287268883177678,3.1314878,16.60884
2,1597089159591345152,237.65284739264604,52.83940747690538,8.580291151857004,-14.559544861768513,1.2170623443583446,0.808074,9.740872
3,1404937579808394112,237.78899017170485,52.90725108259338,8.556157336974252,-10.585804057222795,0.10862989643699164,0.6521473,8.936245
4,1597169011623359488,237.62401192326251,53.464041500142415,8.640236665675328,-11.388684669957579,-1.836402183857187,2.427453,14.81925
5,1596773531035098880,236.64746456818432,52.868108904408984,8.442134654712246,-11.17003407210145,-0.31268258334524207,3.1079874,16.794867
6,1404937579808393984,237.79187876590106,52.906973366002596,8.890564571740518,-8.60037499511094,-6.011379029681958,0.10397816,6.882445
7,1405026605890315776,240.2784591013077,53.416397384678014,8.738467707547002,-10.234931711592061,0.4644549075986213,0.83305645,10.208888
8,1597431279506511232,237.3900539208961,54.43854290855024,8.570970264313472,-12.584632024621973,-2.5027463489125354,1.8471241,13.416274
9,1403763988584783232,240.51008422416749,51.335332379294826,8.396461144451868,-10.133573880552525,0.6659791484434829,1.044054,11.162004
10,1596940450643796992,235.09023684130864,53.304331124487604,8.840535706998814,-11.173388949877769,-0.2497887968284332,3.0581121,16.977036
11,1596948112865456640,235.05943589206893,53.525705821566575,8.37182588543776,-12.308464246768285,-1.4676342517879628,2.9859304,16.138557
12,1403666505711218176,240.81447199685354,51.2347705756914,8.351864236109657,-13.30775154585541,-3.3443888875018577,2.55023,20.469265
13,1403082909850677504,238.64980916803302,49.39545096358692,8.56440331678681,-11.691785191416058,-1.4734827262268337,0.7472124,9.777685
14,1597524939857051904,238.38419401161002,54.71067928304113,8.874745458882506,-10.17934823118329,1.0920925706402786,3.3913422,17.800953
15,1598320543895403648,236.4881535169184,55.14072460794103,8.748484342792718,-14.809428409650904,-1.5272805612495886,3.1419735,16.789137
16,1404114487979918336,237.38154808934024,50.87059461845007,8.196254787267385,-10.598456910214692,-1.9113540698829752,1.5434237,12.6982
17,1428847009910508288,241.30400039828058,53.472734524692505,8.947630739469798,-6.437038205661901,-9.104506785834289,2.9047804,16.476643
18,1597757387783227008,233.81735191169977,53.92215081741584,8.81144441439755,-18.844771453776787,2.0969026466394274,1.3031106,5.629723
19,1427884658062303488,243.44897861851413,53.01620418820506,8.467322870366838,-10.676257889228825,-1.615792349939146,3.3687096,17.977825
20,1403763988584402432,240.51003914520524,51.33475177512122,9.11491027304582,-11.717245203819793,-2.432964324390886,,16.927969
21,1597588269150761088,237.8570191361837,54.947879935180254,8.211775714812918,-9.523587630962151,4.920090592231099,2.5422363,16.09545
22,1428060790377370624,242.31043409114034,53.445505728224084,8.243424597898985,-10.796963186019765,-2.4285966522544546,2.5598364,15.205312
23,1598183070581618688,234.6885557078102,55.26868014398372,8.843953827982906,-12.69896768037588,-0.5384396960797351,3.4387054,18.20875
24,1402913963017184512,238.4773805085965,48.825656406674725,8.854774795486716,-10.350788518426672,-0.7247118196198994,2.7412472,16.066969
25,1598228528516035200,236.47670886168478,54.69214172239814,9.060478909223534,-12.785155188253391,-1.8749327282556998,2.5914812,15.01141
26,1404652153462037248,238.59863313529294,52.07399361155598,8.044513384805995,-10.58352129943712,-2.005893156396973,3.0100183,16.913624
27,1400270771423889152,242.144629422648,49.525505300122404,8.428935935029251,-9.633660137417001,-0.8094658557848793,2.0023022,13.686816
28,1598572710014890624,235.0621101895928,55.70309311992228,8.83443159397439,-11.540784798123653,0.38598300557139686,2.5232067,15.092844
29,1596179554237426688,232.52434758368167,52.62686484642124,9.044505104924617,-5.628393064973414,-0.5958214684727547,2.8172054,15.679058
30,1595201774867484032,232.66687497260946,51.27383024890302,9.092335054925348,-11.958005601409429,-1.1993490255467825,3.3355026,19.479439
31,1404056763619103744,237.13294703938908,50.535476158791035,7.986628684063072,-10.403997945729035,-0.8686896653548726,3.3138866,18.944233
32,1597061946678694016,236.05916035091502,53.87361933618481,9.31181001711505,-12.369263438441651,-1.7810106628794595,3.146637,17.263193
33,1399409956898417920,243.32975553861644,48.99104335504063,8.742120101725448,-11.611363995579937,3.8636834753437075,2.473176,14.795158
34,1599397515534523392,230.84662340809732,53.607060613532,8.913495022981147,-12.813266750861192,-1.0587101492981428,2.995634,16.062208
35,1402811704140244736,234.92509076928167,50.426153435900716,9.747972483726178,-9.31736407742322,-2.989817542494113,2.81396,15.869083
36,1405053814507528832,239.06128099807214,53.25012532272917,9.36933864419601,-11.837304914278668,-1.6988662305822915,3.5205631,18.26258
37,1597442412061653120,236.6049706197083,54.076923342487376,9.339108477037193,-2.859736945204406,-5.119291967012616,2.1277533,13.897234
38,1598289036015344256,236.03514998674424,54.945500658056844,9.25956247770719,-16.436843420308186,7.095117845440937,3.1686373,16.29466
39,1599606143569639552,231.2863312562627,54.63030660995752,8.330166714818784,-12.53988674823615,1.1890814889232122,3.6963177,18.762999
40,1599397756052692096,230.84545229682226,53.60879458191372,8.99820804161318,-13.329873375827635,-1.3930313667552925,3.002612,16.047718
41,1400566677489835776,241.84821688688396,50.673389417040774,8.022497806740045,-10.373704280145931,-2.0052267465490976,3.1198082,19.64911
42,1599579755290918144,231.00916828671134,54.43914304488101,8.952353237035428,-14.607293570417337,-2.3746647388164677,3.2867718,17.88503
43,1599791690453354240,230.8153491492186,54.84814535407371,8.833730085498287,-10.851908344904398,1.184885710378427,,14.7069845
44,1427690594260469504,243.1473013983238,52.010977714135315,8.040892858686895,-16.617733549123386,0.1713361640035322,2.7079144,19.967947
45,1601522630992809088,232.40600890725304,56.31233476417168,8.734411379792654,-12.162169639738213,0.10100512545251475,3.2324677,17.397535
46,1596427940786153728,232.8091456985483,53.460127822944365,9.26045534476073,-12.219884205322117,-0.7154966676150618,1.1601629,11.342299
47,1425191958381322240,245.41702816135174,52.76867962306056,8.214728329045002,-15.204407511669524,-0.6547361070306534,1.7558947,13.135527
48,1424014003471522176,246.37987942515167,51.05766446557286,8.473344172955711,-9.779256122822485,8.136184635265973,2.5614967,15.640629
49,1398044741413959424,237.93086243047853,46.712633917348384,8.530990688142914,-11.740985400081666,-2.8491420133293373,2.7393456,16.490213
50,1599791690453687168,230.81617176265175,54.84822566566276,9.112350118692204,-13.640954568499751,-1.1769860920338029,1.0460625,10.950133
51,1599573501818510080,231.01052538026724,54.36976079778961,9.233556108497842,-12.663565128416597,-0.35441993997413973,3.5009642,17.306217
52,1602002151205967872,233.9211701500012,57.76377796174107,8.809616249675816,-19.4120296777309,1.2471417766054125,3.5569592,18.555319
53,1597911456849873024,235.5181074746176,54.64945766692966,9.498725675830137,-12.633774365810265,-1.252972157921218,3.1830425,17.197191
54,1398970049168323456,242.7846290620812,47.22521559118868,8.867177201757777,-10.847006292238062,-1.0055685249487545,2.8958397,16.68759
55,1600587290194879488,229.03339439030935,55.540137655069074,8.50953531193253,-15.090408676390421,-2.82282983312597,1.4405527,12.37889
56,1599320820302927872,228.7962492030683,54.010049918492,9.02624605691645,-15.127526530600475,1.950720284682665,3.6915607,18.712868
57,1428873776146641024,241.54491174225103,53.65966663182998,7.7924138198014425,-10.973266329283671,-2.3124794518770155,2.4379034,15.094707
58,1400123058908995456,241.78393004087505,49.08307934127621,9.447966193964694,-13.860818181944252,-2.3863781894514084,0.32823706,7.577519
59,1599260415882717440,228.9693807868444,53.67248762152786,9.188016559215566,-13.4966288678269,-0.31225161514318217,3.3573742,19.453318
60,1595101826683842176,234.45996889977772,51.537683555715056,9.633047663477724,-11.809601773783015,0.2333609668952985,1.0412798,10.8771105
61,1600477923147759232,229.15259109710024,54.668218700079706,9.181350080302366,-13.226807186673845,-0.5614020707420118,2.4925957,14.664007
62,1601555616341574784,232.52820168736847,56.88083688151657,9.232569321937719,-13.802938548256986,-1.9551991058731262,2.827569,16.01091
63,1601006405987904768,229.45010035839772,57.02934138957271,8.605762544573535,-14.607795781876817,2.755631174150748,2.4154491,20.377644
64,1411408068298936320,247.2023194692546,48.87693267958072,8.72021498217066,-3.4110056477568214,-3.588507705083312,2.7912169,16.213371
65,1600815335778533888,228.2411689176195,56.0464321754477,8.827407518350132,-13.188928159034756,-1.1800642702092576,0.2457676,7.4976926
66,1600815335778533760,228.23962106758486,56.046030474967324,8.863670467328612,-12.770581922076225,-1.687048242574712,0.83827114,10.96054
67,1396086266390859008,231.18067895729885,47.52156917578622,8.285215327749937,-12.312446216061865,2.0965827181291017,3.8441486,18.591774
68,1599057800800877824,229.6393321221811,53.465448222013116,7.965848305430678,-10.005151679553979,-1.484754207114057,2.7053385,16.320366
69,1601415394249322752,231.43721045860676,56.15963181874449,9.373780320896373,-13.902456397327274,-2.284057960730581,2.9213552,16.279186
70,1600709159890974848,229.3624959296781,56.036876996087024,9.194697726562442,-14.110177574210397,-1.873990102452384,3.376793,17.866467
71,1588243451106997888,230.41256925804447,47.71535193803648,8.246584427229795,-2.6631811121650166,-3.560445726588001,2.8060226,16.642202
72,1622146754710466304,242.00459629049112,56.894455736641014,9.461202281693037,-2.8986005132917074,-4.070841570016237,3.0315523,16.69131
73,1401952440098841984,234.13472266606223,48.27970160760176,9.570739219909669,-6.756598882644959,-3.2681825227924826,1.1227274,11.233785
74,1424042006658262784,247.008415702501,51.35601209107838,7.973185090311197,-7.962859033754789,4.727181034307693,1.0674314,11.526023
75,1600900204332290048,229.2852153644486,56.203603860553926,9.26579746176363,-13.204818304291141,-0.7540822663221977,2.843194,16.196505
76,1430035581979997824,249.0275252266885,55.25738520325378,8.372050792224833,-3.9255253165858717,-0.4467749506007334,2.8652477,16.648685
77,1601989854714943488,234.45643604979992,57.68432097149752,9.427140499565892,-3.4532087781444,-5.093950673227347,1.5677681,12.473969
78,1399289246841575168,241.45573784006714,47.994910919397974,7.821974192047014,-5.292724307020757,-8.929658666735405,3.4902115,18.470459
79,1403197533938081536,238.1820850953079,49.62559318883728,7.649919195215737,-14.420717111038048,-7.38555786742455,2.5891342,16.462318
80,1431445774362178688,247.44619529536104,57.55020726082572,8.475656163469507,-5.881146667210236,-2.4672866372880122,2.760827,16.147768
81,1427744612064776064,242.356480130416,52.28066752045863,7.644021427359235,-10.783653145092195,-2.8401265753743825,2.9503193,15.716524
82,1395617397696717568,231.67097532525707,45.9695649444883,8.928217021905986,-10.251491169002596,-2.139329476242415,2.1799593,14.560771
83,1403250516654722432,237.188553479048,49.830110072951506,7.6274960795516895,-6.462706470698765,-0.4105956349211581,2.9465494,17.093512
84,1400204074875429376,242.28121684025425,49.16700290361971,7.734721689897723,-9.758081526712097,-0.06035207109103634,4.1488113,18.757936
85,1627209971396805504,235.11183589951162,59.86844730260464,8.522471486690476,-12.695000199641402,-3.289288244529564,2.6969147,16.03627
86,1598036281483719168,232.912977042338,54.56061454793527,9.776795484650716,-13.448890416684199,-3.4109969249108234,3.2583237,19.932455
87,1431067198764168960,247.60701319477033,56.56724831232014,8.173148000072384,-9.571423394741227,-3.7261082616685686,2.6269112,16.295229
