TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,RA (deg),Dec (deg),Mookodi Comp,SHOC Comp
231663901,101.01,,5,5,5,5,5,5,5,86.8,209.9,115.19,0,1,3,KP,KP,12.4069,0.006,,1,spoc-s01-s69-b0A-KP,SPOC,21:14:56.88,-55:52:18.71,12.641,0.044,-16.011,0.041,2458326.009117,0.00013154597,1.43036994965074,7.7233494e-07,1.61659940399439,0.019208942,20.784,0.200653,18960.7122943629,184.79134,13.1874503075824,0.6576402,1281.2408253875,1525.90480889146,151.72173,375.31,4.411,5600.0,,4.48851,,0.890774011611938,0.0438467,,,1.05,0.129454,"1,27,67",2018-09-05,2024-09-06,2024-10-01 12:15:24,WASP-46 b,318.73699999999997,-55.87186388888889,17,2
336732616,103.01,,5,5,5,5,5,5,5,47.7,136.4,116.75,0,0,7,KP,KP,11.5232,0.008,,1,sector-01-spoc-alerts,SPOC,20:49:49.8,-24:25:43.3,10.426,0.07,15.62,0.051,2458327.25256,0.000586,3.547854,0.000149,3.494333,0.049205,11.377523,0.133944,10424.3718,123.359314,14.581841,0.196435,1212.004376,1504.858953,59.5,411.211,7.752,6351.0,,4.22896,,1.4,,,,1.27,0.196969,1,2018-09-05,2024-09-06,2024-09-07 00:00:00,HATS-3 b,312.4575,-24.428694444444446,11,3
289793076,108.01,,5,5,5,5,5,5,5,39.1,115.6,99.64,0,0,4,KP,KP,13.163,0.01,,1,spoc,SPOC,21:07:50.76,-26:05:48.19,3.479,0.063,-10.313,0.038,2458328.08383,0.0004391314,3.0440540665342,4.25771e-06,2.59845748018295,0.061165422,24.414911,0.532696,22236.0165376302,490.51093,12.1086799407213,0.2679916,315.987132647374,1075.31845422327,34.314007,421.855,8.339,5523.0,,4.52192,,0.809867978096008,,,,0.95,,"1,28",2018-09-05,2021-10-20,2022-12-14 12:09:24,HATS-13 b,316.9615,-26.096719444444442,19,1
29344935,109.01,,5,5,5,5,5,5,5,33.9,86.9,102.14,0,0,5,KP,KP,13.2366,0.007,,1,spoc-s01-s69-b0A-KP,SPOC,20:52:51.71,-25:41:14.55,1.053,0.052,-9.881,0.029,2458326.127479,0.00047817343,2.76676000983202,2.5341785e-06,2.68721776988127,0.07263539,16.351489,0.315828,14947.4387827137,290.84625,12.2867388747802,0.30639383,505.884007476425,1209.57412285071,41.24269,513.011,9.1275,5346.0,,4.48823,,0.98486602306366,,,,0.93,,"1,28,68",2018-09-05,2024-09-09,2024-10-01 12:15:24,HATS-14 b,313.21545833333334,-25.687375,31,1
97409519,113.01,,5,5,5,5,5,5,5,57.3,67.8,317.0,0,1,1,KP,KP,12.1893,0.006,,1,spoc,SPOC,22:10:51.44,-30:44:58.99,-0.71,0.052,-14.516,0.049,2458327.053085,0.000623,3.372877,0.000147,2.63426,0.043644,18.796923,0.230641,17163.60419,212.40587,14.201803,0.154789,615.165921,1270.187448,81.3,448.637,7.508,6050.0,,4.45061,,1.02,,,,1.17,0.16258,1,2018-09-05,2020-10-27,2022-12-14 12:09:24,WASP-124,332.71433333333334,-30.749719444444445,9,2
281541555,115.01,,5,5,5,5,5,5,5,21.0,78.5,78.84,0,0,0,KP,KP,13.0417,0.006,,1,spoc-s01-s69-b0A-KP,SPOC,00:26:48.63,-56:18:57.97,21.46,0.027,7.316,0.024,2458329.903155,0.00054166454,4.74237090118084,3.127283e-06,2.49881451802706,0.066505075,13.823066,0.267382,12650.8110411006,246.23778,10.5505922405536,0.20499046,209.76990429185,970.634099645996,50.48632,453.808,3.894,5377.0,185.0,4.42476,2.00401,0.877584993839264,,,,0.96,,"1,2,28,29,68,69",2018-10-22,2024-09-09,2024-10-01 12:15:24,HATS-46 b,6.702625,-56.31610277777777,9,2
70440470,126.01,,5,5,5,5,5,5,5,41.8,111.5,124.3,0,0,1,KP,KP,12.7923,0.006,,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,22:37:57.43,-35:09:15.13,-9.326,0.041,-50.142,0.045,2458326.731096,0.00042044988,3.0353977118465,3.6765503e-06,2.79646779523604,0.059945308,17.566776,0.292171,16049.4120426902,269.06363,13.7911582641848,0.73552907,726.756927372002,1324.2410444956,41.57743,573.027,11.688,5751.0,189.0,4.35036,,1.07223999500275,0.053588,,,1.09,0.142327,"1,28",2018-11-07,2021-12-08,2022-12-14 12:09:24,WASP-12 b,339.48929166666665,-35.154202777777776,6,1
2760710,227.01,,5,5,5,5,5,5,5,,,19.13,0,2,2,V,FA,13.8409,0.008,,1,spoc-s02,SPOC,23:46:06.57,-16:41:29.27,-76.094,0.107,-49.799,0.1,2458364.102069,0.0020606022,0.0,0.0,1.51,,33.518483,,30400.0,,2.432614,,0.290998187392869,187.323524526732,11.973635,52.3436,0.23985,2808.0,80.0,5.20628,0.340459,0.128,0.019,,,0.211546,0.0201846,"2,29,69",2018-11-16,2025-01-14,2025-01-14 00:00:00,still a single transit at TBJD ~1364 as of s1-s69 SPOC report; retired as TFOP FA,356.527375,-16.69146388888889,11,3
77044471,228.01,,4,5,5,5,5,4,5,32.1,79.0,123.63,0,0,0,KP,KP,13.2576,0.007,,1,qlp-s29-tois,UNKNOWN,23:54:14.12,-30:00:46.94,20.321,0.048,-2.07,0.033,2459089.518331,0.0017880236,2.68650414920873,5.3006534e-06,2.55247723890796,0.08744798,13.382865,0.369645,12250.4189723593,340.39734,13.7470239341699,0.3625193,994.810565295241,1432.36878094116,28.169575,757.044,13.4985,5738.0,,4.23836,,1.18273997306824,,,,1.06,,"2,29",2018-11-29,2021-12-08,2022-12-14 12:09:24,HATS-16 b; epoch kept from qlp-s29-tois,358.5588333333333,-30.01303888888889,7,1
9727392,236.01,,5,5,5,5,5,5,5,133.5,275.1,317.0,0,1,3,EB,FP,11.2932,0.006,,1,spoc-s02,SPOC,23:53:46.74,-10:53:05.85,0.799,0.084,3.355,0.068,2458355.325711,0.000357,4.534451,0.000118,4.936391,0.025827,25.902599,0.157343,23574.842911,144.90733,23.183789,5.063646,1003.70325925464,1435.55912201186,162.49565,502.927,18.046,6421.5,83.0,4.19,0.16,1.47459,0.322004,-0.31,0.12,1.29,0.198874,2,2018-11-29,2022-10-20,2022-12-14 12:09:24,1700 ppm secondary. Likely EB.,358.44475,-10.884958333333334,6,2
120585579,242.01,,5,5,5,5,5,5,5,48.4,84.3,317.0,0,0,1,EB,FP,12.5766,0.006,,1,spoc-s02,SPOC,00:17:48.34,-38:06:39.08,-8.185,0.091,-9.526,0.065,2458357.778211,0.000677,6.340315,0.000367,4.249306,0.056679,27.945906,0.288178,25410.703288,265.38632,20.517917,20.518948,400.720106190663,1141.11662586698,95.53354,577.489,27.3855,6083.0,192.0,4.28983,,1.2666,1.2666,,,1.19,0.160559,2,2018-11-29,2022-10-20,2022-12-14 12:09:24,The detected secondary could have a wrong; depth estimation because of the low points near 1380.,4.451416666666666,-38.11085555555556,6,1
158623531,246.01,,4,5,5,5,5,4,5,35.7,148.2,81.8,0,0,3,KP,KP,11.2794,0.006,,1,spoc,UNKNOWN,01:36:40.29,-50:39:33.51,-35.371,3.695,-31.725,3.695,2458355.73229,0.0002496624,7.8728936787037,4.848225e-06,3.75995783296396,0.030950211,16.012035,0.102778,14639.415532122,94.65733,15.0953,1.11573,166.536785617513,916.214781466181,157.15222,169.272,,5070.0,,4.47933,,1.26,0.09,,,,,"2,3,29",2018-12-20,2021-12-02,2022-12-14 12:09:24,WASP-105 b; all parameters from spoc-s1-s36 except except for radii from qlp-s29-tois since SPOC is assuming solar radius,24.167875000000002,-50.659308333333335,4,1
204317710,255.01,,4,5,5,5,5,4,5,23.4,65.1,99.04,0,0,0,KP,KP,13.7426,0.007,,1,spoc-s01-s36-b0A-CPKP,SPOC,23:04:18.02,-21:16:19.26,-1.425,0.048,-20.118,0.048,2459090.083321,0.0019281021,2.81264847067326,6.8668787e-06,2.87375221777979,0.11531863,15.301175,0.458911,13994.0625365298,422.5832,12.0658006208754,0.4648629,614.593408355969,1269.89181526436,24.578865,745.116,17.117,5700.0,,4.39704,,1.00957000255585,,,,1.01,,"2,29",2018-11-29,2021-12-09,2022-12-14 12:09:24,HATS-32 b,346.07508333333334,-21.272016666666666,10,3
92226327,256.01,,5,5,5,5,5,5,5,0.2,112.8,4.06,0,0,4,KP,KP,11.2991,0.007,,1,spoc,SPOC,00:44:59.67,-15:16:26.79,317.585,0.121,-596.617,0.085,2458399.928643,0.0011207586,24.73734116,0.0001405365,2.06905097692685,0.12742876,7.146432,0.321877,6560.492087026,296.41574,1.84394530919894,0.114572965,0.143917610380433,157.089889569672,19.97876,14.9861,0.01525,3131.0,,5.05701,,0.215534999966621,0.00655817,,,0.184589,0.0201091,"3,30",2018-11-30,2018-11-30,2022-12-14 12:09:24,LHS-1140 b,11.248624999999999,-15.274108333333334,3,1
92226327,256.02,,5,5,5,5,5,5,5,5.0,170.7,3.08,0,0,4,KP,KP,11.2991,0.007,,2,spoc,UNKNOWN,00:44:59.67,-15:16:26.79,317.585,0.121,-596.617,0.085,2459141.100488,0.0017719,3.77794175247263,8.518055e-06,1.47593251726274,0.09515379,3.773458,0.467445,3469.45073899104,430.44,1.56599371757261,0.20743896,5.71741815401029,394.384409708834,17.645792,14.9861,0.01525,3131.0,,5.05701,,0.215534999966621,0.00655817,,,0.184589,0.0201091,"3,30",2018-11-30,2021-12-01,2022-12-14 12:09:24,LHS-1140c,11.248624999999999,-15.274108333333334,3,1
12862099,259.01,,5,5,5,5,5,5,5,56.1,147.1,108.09,0,0,2,KP,KP,12.3993,0.007,,1,spoc-s03-b02,SPOC,00:15:36.79,-11:56:17.75,15.281,0.079,-30.047,0.044,2458386.578118,0.000681041,2.42382258353343,0.00013650567,2.24840146327738,0.05427328,17.696733,0.327315,16167.1783696915,301.42267,12.2562719025404,0.24819414,549.914051953433,1235.07534965484,36.095585,364.512,5.573,5410.0,,4.47919,,0.93,,,,0.96,0.119596,3,2018-11-30,2021-12-07,2022-12-14 12:09:24,WASP-44 b,3.9032916666666666,-11.938263888888889,8,1
159951311,265.01,,5,5,5,5,5,5,5,28.2,118.6,64.13,0,1,3,KP,KP,11.7276,0.006,,1,spoc-s01-s36-b0A-CPKP,SPOC,03:18:14.92,-41:18:07.28,-16.0,0.035,24.512,0.055,2459169.574874,0.0003467,5.92426613248315,3.5635082e-06,2.88944488847245,0.036212273,12.883844,0.11154,11796.3303623979,102.72714,9.34404416250912,0.61892897,120.707617105674,845.382821807732,94.41432,212.472,1.104,5310.0,,4.59604,,0.846670985221863,0.0549573,,,0.87,0.106212,"3,4,30,31",2019-06-06,2024-09-09,2024-09-09 00:00:00,WASP-139 b,49.56216666666666,-41.30202222222222,6,1
382188882,276.01,,5,5,5,5,5,5,5,76.9,104.2,317.0,0,1,1,EB,FP,10.6559,0.006,,1,spoc-s01-s65-b0A-PC,SPOC,05:25:24.74,-55:01:11.73,13.499,0.041,-5.494,0.042,2459328.579795,0.0003574,4.80009527427101,1.3182994e-06,1.99686813524526,0.020204738,5.705381,0.052907,5241.0677476381,48.727596,17.071810076895,2.2168117,1043.34405103453,1449.52808917334,161.17955,352.383,2.361,6366.0,197.0,4.16217,0.47536,1.5808299779892,0.0739598,,,1.3,0.211301,"3,4,6,7,9,10,11,13,27,28,30,31,32,33,34,36,37,38,39,63,64,65",2018-11-30,2023-11-01,2023-11-03 12:13:21,TFOP FP/SB1,81.35308333333334,-55.019925,4,2
220459976,285.01,,3,5,5,3,3,4,4,0.5,23.2,10.21,0,0,3,PC,PC,12.1677,0.007,,1,spoc,SPOC,04:58:47.32,-56:23:37.73,3.592,0.031,56.433,0.032,2458361.663925,0.004797,32.332528,0.006676,3.459632,0.786024,2.636658,0.313268,2425.505189,288.4887,3.028709,1.59527,2.75641635639541,328.629052109456,7.5875335,115.801,0.2095,3891.0,169.0,4.64044,0.274298,0.615038,0.073716,,,0.622424,0.020193,"2,3",2018-12-20,2018-12-20,2022-12-14 12:09:24,possible single transit,74.69716666666667,-56.393813888888886,5,1
201292545,289.01,,3,5,5,3,3,4,4,,,317.0,0,1,1,PC,PC,11.4483,0.006,,1,qlp,QLP,00:11:36.17,-56:35:58.84,23.601,0.036,-10.128,0.037,2458326.64586,0.00307,0.0,0.0,6.463,0.651,6.009866,0.064934,5520.0,59.805,16.0647,1.65918,,,33.0,454.65,5.4435,5728.0,130.4,3.99,0.08,1.69,0.09,,,1.02,0.122646,"1,2",2018-10-03,2020-05-20,2022-12-14 12:09:24,single event; no period,2.900708333333333,-56.59967777777778,4,1
201233610,290.01,,5,5,5,5,5,5,5,48.0,190.8,317.0,0,0,3,EB,FP,12.9528,0.006,,1,qlp,SPOC,23:58:03.98,-49:18:03.02,14.378,0.017,-2.645,0.021,2459097.43463,0.00158,21.05271,8e-05,4.91,0.252,23.531352,1.935768,21440.0,1781.32,36.6999,8.26001,80.9224,835.0,51.0,933.836,15.682,5736.0,134.5,3.97,0.08,1.73,0.09,,,1.02,0.12361,"2,28,29",2018-10-03,2020-11-13,2022-12-14 12:09:24,retired as EB due to size,359.5165833333333,-49.30083888888888,10,1
327952677,295.01,,4,5,5,5,5,4,5,48.1,49.5,317.0,0,2,3,KP,KP,12.141,0.007,,1,spoc-s01-s72-b0A-KP,QLP,23:56:22.05,-13:16:17.9,17.966,0.076,-10.457,0.078,2459090.143839,0.00045397462,3.396944097608,2.4115584e-06,2.41486867099551,0.047620375,11.122745,0.191348,10192.1311580345,176.22229,14.4039681998695,0.77925926,840.38908974242,1373.21914932571,65.30301,488.387,13.5285,5864.0,119.7,4.26,0.08,1.27070999145508,0.0667387,,,1.06,0.134787,"2,29,69,70",2018-12-20,2024-04-24,2024-04-30 12:16:05,WASP-146 b,359.091875,-13.271638888888889,5,2
145750719,303.01,,5,5,5,5,5,5,5,22.2,62.5,77.95,0,1,3,KP,KP,12.0213,0.007,,1,qlp-s42-tois,QLP,22:45:27.37,-14:59:30.39,3.481,0.067,-2.787,0.052,2459468.532701,0.0015061,3.5608112,7.9e-06,3.389,0.198,5.322274,0.001242,4890.0,1.14394,10.4972,0.594881,621.482,1390.0,23.0,486.474,8.44,5659.0,126.3,4.1,0.08,1.47,0.08,,,1.0,0.127729,"2,29,42",2018-12-20,2022-10-20,2022-12-14 12:09:24,HATS-60 b,341.36404166666665,-14.991774999999999,4,1
114749636,306.01,,3,5,5,3,5,4,5,26.8,84.4,89.22,0,1,3,PC,KP,11.7607,0.006,,1,qlp-s29-tois,QLP,23:56:45.96,-22:09:11.63,-5.295,0.078,-6.964,0.055,2459112.51218,0.00093,4.60273,1e-05,4.023,0.152,7.779964,0.001184,7140.0,1.09065,11.339,0.569524,591.945,1374.0,37.0,436.098,9.1615,5909.0,118.5,4.21,0.07,1.34,0.06,,,1.07,0.135664,"2,29",2018-12-20,2022-10-20,2022-12-14 12:09:24,WASP-147 b,359.1915,-22.153230555555552,6,2
116156517,338.01,,3,5,5,3,5,4,5,31.6,91.8,131.15,0,0,1,KP,KP,11.3151,0.006,,1,qlp-s29-tois,QLP,00:30:50.29,-40:34:24.46,38.231,0.03,-9.135,0.039,2459108.86073,0.00095,5.36777,1e-05,4.271,0.164,7.24426,0.001001,6650.0,0.921726,14.2607,0.695606,747.132,1456.0,18.0,542.251,9.952,6561.0,138.0,4.1,0.09,1.72,0.08,,,1.36,0.223669,"2,29",2018-12-20,2022-10-20,2022-12-14 12:09:24,WASP-190 b,7.709541666666667,-40.573461111111115,4,1
228381868,351.01,,3,5,5,3,5,4,5,33.1,28.9,317.0,0,1,1,KP,KP,12.0719,0.007,,1,spoc-s01-s69-b0A-KP,QLP,23:50:19.36,-17:04:39.34,28.016,0.077,-3.212,0.072,2459091.364241,0.00088068447,3.46549525168069,5.215204e-06,4.16125584917831,0.11982076,6.407549,0.145735,5884.19055689619,134.21783,14.2776184106371,1.1134071,1373.53240628827,1552.67112730195,26.937891,602.236,27.416,5570.3,131.6,3.93,0.09,1.77737998962402,0.128781,0.22,0.1,0.98,0.1238,"29,69",2018-12-20,2024-03-14,2024-03-16 12:15:27,WASP-165 b,357.5806666666666,-17.077594444444443,5,0
80432617,359.01,,3,4,4,3,3,4,4,4.2,19.0,56.08,0,0,1,PC,PC,12.3409,0.006,,1,qlp,QLP,00:46:41.56,-42:21:42.45,12.734,0.036,-9.143,0.046,2458360.67423,0.01071,16.45209,0.0,6.461,2.104,3.610641,0.019078,3320.0,17.571,8.62362,1.00106,,,10.0,715.834,19.724,5573.0,130.8,3.89,0.08,1.85,0.11,,,0.98,0.124983,2,2018-12-20,2020-08-03,2022-12-14 12:09:24,two events (near 1360 and 1377); wrong period in report,11.673166666666667,-42.36179166666667,7,2
77031413,368.01,,5,5,5,5,5,5,5,185.3,175.7,317.0,0,0,1,EB,FP,11.4996,0.006,,1,qlp-s29-tois,QLP,23:36:40.95,-34:36:42.81,87.467,0.062,-8.832,0.064,2459110.92156,0.00018,1.38665,0.0,2.238,0.027,27.132175,0.000251,24680.0,0.231424,15.5656,0.813864,1237.91,1652.0,129.0,233.586,2.2405,5444.0,126.2,4.48,0.08,0.93,0.05,,,0.95,0.119644,"2,29",2018-12-20,2022-10-20,2022-12-14 12:09:24,two stars in the same pixel; retired as FP,354.17062500000003,-34.611891666666665,3,1
92359850,387.01,,5,5,5,5,5,5,5,57.2,180.7,85.3,0,1,2,EB,FP,9.65521,0.006,,1,qlp,UNKNOWN,03:28:54.15,-19:58:47.31,10.261,0.064,-9.189,0.075,2459167.71222,0.00046,4.155,0.0,2.807,0.298,5.333184,0.002728,4900.0,2.51246,11.0678,0.561924,534.715,1339.0,103.0,218.294,1.9165,6270.0,314.4,4.14,0.4,1.57,0.07,,,1.256,0.186696,"4,31",2019-01-16,2020-12-22,2022-12-14 12:09:24,NEB; HATSouth observations show the event is on the neighbor 92359852,52.22562500000001,-19.97980833333333,3,0
382391899,391.01,,5,5,5,5,5,5,5,142.5,347.1,114.5,0,0,3,KP,KP,11.0529,0.006,,1,spoc,UNKNOWN,02:54:45.14,-10:53:52.89,3.281,0.072,8.963,0.078,2459169.669461,0.0001318,1.95509315621449,5.389738e-07,1.78762000693986,0.010682647,21.530495,0.112812,19634.9908668172,103.89829,13.1406833635526,0.62092483,690.33980817746,1307.33075758228,217.93053,184.848,1.86,5400.0,,4.53926,,0.873417973518372,0.0410955,0.13,0.03,0.969,0.121331,"4,31",2019-02-08,2021-12-02,2022-12-14 12:09:24,WASP-50b,43.68808333333333,-10.898024999999999,4,1
38541473,395.01,,5,5,5,5,3,5,5,184.5,408.3,317.0,0,1,1,PC,APC,10.7706,0.007,,1,spoc-s01-s36-b0A,SPOC/QLP,03:45:13.12,-10:58:24.43,17.911,0.083,-17.679,0.068,2458415.515103,0.0003181695,6.06134411974424,3.8455055e-06,2.57968294197407,0.03387716,16.791048,0.20298,15346.1553013579,186.93407,27.9104500327566,5.303542,618.188095867385,1271.74461987666,110.04631,321.882,5.521,5949.2,147.6,,,1.53715002536774,0.0856533,-0.232902,0.0124134,1.13,0.146773,"4,31",2019-01-16,2024-10-09,2024-10-10 00:00:00,large; CORALIE spectra indicate EBLM,56.30466666666666,-10.973452777777778,3,2
35857242,400.01,,5,5,5,5,5,5,5,52.8,57.7,317.0,0,1,3,KP,KP,11.3161,0.008,,1,qlp,UNKNOWN,02:46:33.4,-00:27:50.85,11.247,0.07,-34.464,0.067,2459169.279248,0.0005966,3.6344447,4.2e-06,3.871,0.143,10.06788,0.000923,9230.0,0.849809,14.25,0.706771,1133.73,1616.0,94.0,414.234,7.513,6272.0,,4.25771,,1.42,0.07,,,1.25,0.187365,"4,31",2019-02-08,2021-02-01,2022-12-14 12:09:24,WASP-138b,41.63916666666667,-0.464125,3,1
257567854,403.01,,5,5,5,5,5,5,5,58.1,168.0,110.08,0,1,5,KP,KP,11.185,0.007,,1,spoc-s04-b03,SPOC/QLP,03:31:16.33,-23:49:11.25,1.771,0.071,-26.516,0.059,2458411.901592,0.000546,3.532822,0.000138,3.44312,0.046901,12.320677,0.149719,11283.619423,137.88638,13.474905,0.184494,837.703371573046,1372.12069748536,88.35828,317.652,5.5425,6153.0,,4.34152,,1.25,,0.26,0.03,1.17,0.16388,4,2019-02-08,2024-09-18,2024-09-19 00:00:00,WASP-22b,52.818041666666666,-23.819791666666667,3,1
349518800,407.01,,5,5,5,5,3,5,5,24.7,51.8,120.83,0,0,1,PC,APC,12.7862,0.006,,1,qlp-s39-tois,UNKNOWN,07:24:50.81,-62:05:32.75,-10.142,0.025,13.241,0.027,2460015.729011,0.0015368969,2.1654694,2.1e-06,3.408,0.055,5.431386,0.00022,4990.0,0.202474,13.5615,0.637742,2503.96,1970.0,78.0,959.461,11.809,5830.0,333.4,4.26,,1.86,0.09,,,1.24,0.185627,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,32,33,34,35,36,37,38,39,62,63",2019-01-16,2023-10-02,2023-10-02 00:00:00,TFOP SB1/APC,111.21170833333333,-62.09243055555556,13,2
169532369,425.01,,5,5,5,5,5,5,5,39.5,48.1,317.0,0,1,1,EB,FP,11.5781,0.01,,1,qlp-s05-b01,UNKNOWN,05:12:23.73,-13:36:20.29,0.246,0.042,-4.76,0.047,2458440.31143,0.00126,3.60364,0.00032,3.728,0.47,6.841366,0.003365,6281.32,3.09946,14.1007,0.723462,2312.7,1931.0,68.0,631.385,11.4895,6896.7,160.0,4.17,1.78,1.62,0.07,-0.150289,0.0656894,1.47,0.236059,5,2019-02-08,2021-12-07,2022-12-14 12:09:24,retired as SB1,78.098875,-13.60563611111111,4,0
38686737,432.01,,5,5,5,5,5,5,5,78.0,116.4,317.0,0,0,3,EB,FP,12.6038,0.006,,1,qlp-s05-b01,SPOC/QLP,03:51:27.76,-10:36:50.68,-3.356,0.051,-2.798,0.043,2458439.97961,0.00087,2.24704,0.00014,2.713,0.065,20.706187,0.003998,18890.4,3.68202,18.1799,0.656011,1793.26,1812.0,67.0,746.646,22.949,6846.0,114.5,4.23,,1.2,0.04,,,1.42,0.24065,5,2019-02-08,2024-09-18,2024-09-19 00:00:00,,57.86566666666667,-10.614077777777778,7,1
78055054,434.01,,5,5,5,5,5,5,5,45.1,125.4,125.96,0,0,1,KP,KP,12.8461,0.007,,1,spoc,UNKNOWN,05:22:09.18,-30:58:14.94,8.704,0.025,4.327,0.025,2459198.519993,0.0015459,4.388851647462,3.271517e-06,3.01840154570759,0.036128573,27.448983,0.242366,24964.5478229721,223.20244,13.8994523390267,0.8251116,192.232821550463,949.678562683531,89.87043,362.273,2.2455,5175.0,182.0,4.46488,2.00365,0.877856016159058,0.0512412,,,0.87,0.103076,"5,6,32",2019-06-06,2021-12-02,2022-12-14 12:09:24,HATS-43 b,80.53825,-30.970816666666664,15,2
32499655,437.01,,5,5,5,5,5,5,5,33.1,84.6,97.14,0,0,0,KP,KP,13.5452,0.008,,1,spoc,UNKNOWN,05:37:18.42,-27:58:21.27,-2.16,0.026,0.255,0.029,2459197.575826,0.0012827,2.74390294216269,4.252865e-06,1.50316800755108,0.059521034,15.145192,0.584995,13852.3979584906,538.65515,11.9292388216708,0.3915262,306.417042669444,1067.08245369836,32.695362,446.035,3.2185,4860.0,171.0,4.438,,0.885702013969421,,,,0.79,,"5,6,32,33",2019-06-06,2021-12-02,2022-12-14 12:09:24,HATS-44 b,84.32675,-27.972575,18,2
13021029,439.01,,5,5,5,5,5,5,5,42.4,49.8,317.0,0,0,1,KP,KP,11.7231,0.007,,1,spoc-s01-s36-b0A-CPKP,SPOC/QLP,05:01:11.92,-26:03:14.92,0.495,0.029,3.169,0.043,2459175.599762,0.0007667311,3.85588998096666,3.3092304e-06,3.9555399273548,0.048744615,10.635245,0.114485,9747.60355971291,105.43871,14.5222913112495,0.5979688,1062.02980352618,1455.97502595386,63.59266,488.66,5.497,6244.5,102.1,4.21,0.08,1.43255996704102,0.0567035,-0.123681,0.0694451,1.21,0.170876,"5,32",2019-02-08,2024-04-24,2024-04-25 00:00:00,WASP-61 b,75.29966666666667,-26.054144444444447,4,1
117979897,443.01,,5,5,5,5,5,5,5,37.9,99.6,118.1,0,1,3,KP,KP,12.0682,0.006,,1,spoc,UNKNOWN,04:47:17.86,-17:06:54.62,7.532,0.034,-1.95,0.044,2459174.840517,0.000974875,3.3106692005591,3.4830468e-06,3.70338667821136,0.054132555,10.023756,0.119761,9189.73425227065,110.29803,13.3820130017706,0.6670257,1061.55424247344,1455.81200762038,47.82397,516.543,8.5035,6030.0,121.9,4.22,0.08,1.35143005847931,0.0649749,,,1.118,0.139958,"5,32",2019-02-08,2021-12-02,2022-12-14 12:09:24,WASP-141 b,71.82441666666666,-17.115172222222224,11,1
1449640,446.01,,5,5,5,5,3,5,5,77.4,128.6,317.0,0,0,1,EB,APC,11.921,0.006,,1,spoc-s01-s36-b0A,UNKNOWN,05:00:41.18,-35:12:09.63,-6.448,0.034,-14.791,0.04,2458440.43161,0.000290145,3.50180229367037,2.3510488e-06,3.91795601972475,0.034941863,17.728751,0.133298,16196.1912060109,122.76418,22.1035260370339,1.061221,1744.66083891672,1648.34267609991,121.03982,674.155,10.14,6383.9,54.6,4.03,0.18,1.66888999938965,0.0794196,,,1.29,0.203082,"5,32",2019-02-08,2021-12-07,2022-12-14 12:09:24,TFOP APC; retired as SB1,75.17158333333333,-35.202675000000006,4,0
139528693,449.01,,5,5,5,5,5,5,5,59.9,72.1,317.0,0,0,3,KP,KP,11.8282,0.007,,1,spoc,UNKNOWN,04:15:01.5,-22:06:59,-0.463,0.042,6.424,0.044,2459175.58961,0.0008627053,2.17517287669693,1.8662555e-06,4.79188062209236,0.0435919,8.480762,0.074804,7780.64351961097,68.89435,18.7874019308221,0.94767016,4812.62382367205,2124.29696543166,44.623333,754.258,16.7375,6291.0,130.1,3.9,0.09,2.06259989738464,0.102535,-0.07,0.05,1.23,0.179638,"5,31,32",2019-02-08,2021-12-02,2022-12-14 12:09:24,WASP-78 b,63.756249999999994,-22.116388888888892,10,2
139733308,452.01,,5,5,5,5,5,5,5,34.5,124.5,74.68,0,0,3,KP,KP,11.9012,0.006,,1,spoc,UNKNOWN,04:28:53.48,-21:28:55.4,-0.026,0.036,-22.048,0.04,2459174.695544,0.0006472899,4.76339524215734,3.422334e-06,3.00782717530846,0.044342354,14.383831,0.139671,13160.6298310052,128.63376,10.2196832998594,0.59249717,183.239451886663,938.370822748209,81.83613,246.384,1.7305,5258.0,123.0,4.51,0.08,0.875509977340698,0.049196,,,0.9,0.11273,"5,32",2019-02-08,2021-12-02,2022-12-14 12:09:24,HATS-5 b,67.22283333333333,-21.482055555555554,9,1
