source_id,parallax,parallax_error,phot_g_mean_mag,bp_rp,phot_rp_mean_flux_over_error,phot_g_mean_flux_over_error,phot_bp_mean_flux_over_error
931119295974643968,20.000053745673142,0.017343327,10.433743,1.4371481,411.22214,3606.3787,838.3822
722095297945702144,20.000285193011955,0.02969112,14.993248,2.8993626,703.1444,1599.5051,167.7232
6084676427333622784,20.00054245973107,0.032951854,15.566566,3.362689,957.54517,1884.4958,127.26804
2951163636442230784,20.00074654032046,0.1555286,18.130836,4.202551,185.7621,260.8659,8.325261
3421660600590138112,20.00076316080918,0.40465668,19.52122,3.3832932,56.68439,291.6503,5.4799247
4627582005924009856,20.000851410426762,0.04254893,16.518543,3.8565006,142.02965,1027.4196,17.415134
3515271817986511232,20.001115376344647,0.16966978,18.144468,4.0221024,119.61655,381.01138,11.047683
2513290483661815808,20.001344830499583,0.023239871,14.164962,2.7114563,603.42804,1660.0002,258.11298
1795001802346922368,20.001351256155967,0.017389163,11.261729,1.6862049,2626.253,2930.2883,1216.2987
2796911878868892160,20.001380580839495,0.037415236,15.174673,3.033702,890.5305,1876.2683,148.30193
1160300979976380544,20.00175783563833,0.14677513,17.609777,4.2759857,168.08815,499.52817,10.222135
6713548871705544448,20.001854457359528,0.10303328,16.927956,3.6398869,306.55975,728.7141,21.506493
4586451303158335616,20.001983608609336,0.014737834,13.941639,2.7197552,1656.6063,2275.5603,576.1412
4876066406825047296,20.00212939154184,0.117627256,18.365784,1.1687908,85.288925,831.9259,42.063007
6091497350793143936,20.002273203691313,0.22850566,18.46408,1.247736,71.22308,549.4753,22.465878
644873877612476032,20.002421113740073,0.017914215,9.583755,1.0543966,1901.742,4173.177,1172.959
1382209815468858880,20.002445407631473,0.011299423,13.561688,2.5302992,1201.3474,1971.9396,413.69766
1997317989179808256,20.003245616577118,0.1222941,17.981304,4.1043606,174.65518,693.621,11.89791
3838806279850584320,20.00344465552067,0.018836405,11.88429,1.9265814,2719.4387,3270.4568,1391.5154
2795259862647922560,20.003635039776697,0.015356392,9.593993,1.1569195,4775.0503,9145.316,4060.821
6248604471338023296,20.003713379131913,0.19659434,18.31639,4.51198,153.28648,602.9767,10.56062
2955021341707295616,20.00410335025372,0.027392533,15.446994,2.7516117,1102.9606,2138.4658,183.69167
2779159335925393792,20.00454155758425,0.021013485,13.99316,2.6995058,1276.115,2399.2983,465.67172
283851094355036416,20.00525797188109,0.023102459,14.291882,2.6779308,991.12946,2804.5098,586.82294
6632510707209616768,20.005320684237144,0.01771906,13.558805,2.4423132,903.85223,2563.2183,636.65533
278485615053923200,20.005390923655508,0.019799985,8.438466,0.8106222,3801.5156,6070.5894,2731.3416
6058540108242148864,20.005414152204427,0.3252878,19.532022,,,295.15305,
445225247734316544,20.005571517493127,0.036825303,15.438124,3.1031876,394.65518,1131.2561,158.11
6298316106449937536,20.005694856185922,0.020823317,14.214085,2.4918766,1058.105,1819.1537,527.9043
2833030797185869440,20.005769844112585,0.018590396,12.233984,2.167818,2560.836,2718.4055,1222.8953
2604586198291394176,20.006186712213626,0.025808679,14.22785,2.7464037,667.5873,1156.9474,205.60883
2306776464521125120,20.006352998426014,0.0789852,17.397356,0.7100048,136.48628,1205.7032,131.04819
4592219890913084288,20.00657401881283,0.010341208,12.488233,2.0933037,2650.7036,4317.4077,1484.066
6183120410646841216,20.006858361240802,0.044562533,14.894033,3.0783186,809.5066,1315.2568,146.92484
4491251600692863360,20.00699640313769,0.018553393,14.082232,2.7036934,1231.1364,2226.0156,445.89725
557011735935864576,20.00700954541986,0.047583662,16.32798,3.2846832,765.0288,1458.8824,76.058044
2684315016236748544,20.007270634722104,0.022599436,14.087076,2.731431,1161.7454,2347.3647,486.24258
6104813772337501312,20.007545762574612,0.024503808,13.626085,2.5310154,1923.0903,1370.1202,524.08954
4943347756711486336,20.0078334475108,0.11566854,18.374292,1.114563,79.982994,838.9894,56.2841
133144643307243648,20.008223074710184,0.02673822,14.988824,2.742735,595.1296,1770.4814,312.05783
1500641064755179904,20.00845213040318,0.017562337,14.167806,2.7018356,1065.1176,1937.1948,476.6696
3313346408763839488,20.008532547772884,0.06850339,15.977622,3.6583748,551.07605,1280.7898,60.07172
1646703453563354752,20.00853672435071,0.0379787,16.415949,3.4202251,450.48615,1356.154,64.34373
5369484176926725760,20.00866883592647,0.01626959,13.6443,2.5977268,1464.4556,2996.3188,673.24274
3922653662195500928,20.009149782939154,0.023502804,11.588616,1.8887548,1334.2181,2890.0083,642.5391
3463001864132560768,20.00926534539744,0.016035723,13.347227,2.432579,2224.7153,2978.119,935.0817
2243178959628653312,20.009421848121047,0.06546813,17.431078,0.7552433,182.13487,1324.4023,161.64136
1065829295945871744,20.00955222264547,0.020630863,15.024543,2.748211,796.01636,2247.1243,382.6691
463222054059789312,20.00963509738718,0.051032998,16.479044,3.4303684,624.91833,1249.7563,75.84418
2030879447774285440,20.009678214829528,0.010537496,13.143594,2.3962078,1814.1049,3426.3718,957.44824
1167876585027341184,20.010157402074125,0.11866086,16.938786,4.353204,232.54285,511.82074,11.048879
6054608701362026112,20.01041343939526,0.014613482,12.585021,2.5736132,1831.8441,2550.6506,695.88403
5106607576826623488,20.010435940567987,0.02872888,14.677656,2.937275,1115.1451,1735.6887,147.40231
6124806505798731648,20.01076646429829,0.01997183,13.717497,2.6132975,911.7154,1615.02,330.6241
2377708708408848512,20.011348110987523,0.028301291,14.354882,2.4845867,1159.807,1784.1732,244.97255
6218803892296235776,20.011870907377233,0.017716479,13.010011,2.3628588,935.54065,2179.3994,394.60803
3291649436573851008,20.011905865006625,0.042179827,15.311802,3.1869469,385.15146,822.03674,90.176285
4557974020717024000,20.01215919683998,0.029798545,15.373634,3.0148745,610.1988,1465.0659,138.97112
6091238931209482368,20.01224099216955,0.053345796,16.176876,3.428234,516.104,1127.8597,67.72879
2028017281576098304,20.012912821041862,0.016454265,6.823723,0.7418871,1576.4739,6855.653,3266.1497
4384448580225160320,20.01315607355559,0.811652,19.266321,2.0013885,14.457731,84.081894,7.1162553
717739788793039360,20.013443465035678,0.048482902,15.906926,3.1640043,848.1526,1759.491,137.79033
6635835561655553280,20.014544086627705,0.041632425,15.742732,3.2410746,707.25195,1636.0696,162.1295
3373245530209928576,20.01455765594189,0.013624305,12.283565,2.056219,1793.5775,3293.9268,886.7053
985924865378254464,20.015062211756433,0.030279033,14.999037,2.907525,736.8168,2058.179,333.33127
1114470247251479680,20.01529191471091,0.3216221,19.4443,3.64073,73.222374,359.06042,6.9324927
4704638662720317312,20.015358800104522,0.06573271,17.416592,0.60100937,116.09948,1156.5369,85.40345
1533360774158407680,20.01549963302917,0.03358418,15.272858,3.1282682,639.888,1285.2878,151.88484
72113570347336448,20.015895790767676,0.050137497,15.109287,2.8742104,189.47499,1153.3624,84.225945
3864796879305569920,20.016074265497902,0.024148118,14.207475,2.9837694,379.67227,819.9803,149.75275
754625277166407296,20.01632987815424,0.15837184,17.697674,4.2853413,351.67627,627.6652,13.525991
6479381138692068352,20.016337370479718,0.0144730145,10.418767,1.3819036,2255.8003,4307.8833,1423.8834
1083835860434968576,20.016438107738942,0.1191005,17.247389,4.359988,304.1151,860.77936,14.995799
1316404834821367552,20.016455361298412,0.013711381,12.33708,1.992631,2342.3179,4446.7656,1207.9298
6781765115711841408,20.017144579079552,0.047713883,15.729535,3.230523,812.1784,1730.3354,164.41814
5662605283866303104,20.017151995643058,0.019599464,14.235693,2.478775,1417.2737,2963.225,416.2878
1027354360433100928,20.017167358002173,0.030432507,15.021811,2.8521738,967.97504,1624.5901,202.36282
1193552895955650816,20.01811537614863,0.017433723,10.068571,1.3263254,861.544,2227.9226,480.94955
6914073400035169536,20.018120857976676,0.019532828,8.938067,0.88474464,6412.475,7697.0625,4777.0884
4782685403970381184,20.018268615764207,0.030119099,15.63257,3.2065086,374.31256,968.30725,95.272934
2788927259787530496,20.018288832245627,0.0407074,14.798574,2.8538656,794.47577,1595.0665,253.45348
2464274319719777920,20.018437859477576,0.03949968,15.244692,3.076229,644.9446,1715.7001,240.43571
3460835757505879168,20.01931594426284,0.1031238,17.666641,0.8689823,125.49056,1110.2782,93.465164
859756009169691776,20.019404225215848,0.026405664,15.281539,2.807764,872.3372,2003.8878,236.56004
3709626204892249984,20.01955054525363,0.03186539,15.064483,2.9073677,810.2897,1651.1406,287.67056
6902842648965553280,20.02070142495192,0.23974565,17.119831,1.4104099,10.82137,92.939644,6.080027
2338349628107880192,20.02108332116848,0.032477733,15.355125,0.043209076,179.30782,424.14142,173.12578
2873046565103607296,20.021129817309287,0.016477479,8.875816,0.95574284,4459.5967,8176.5986,3656.4834
4571864803943824000,20.02138414785591,0.014141229,13.609197,2.5422707,2309.5027,3221.9597,817.30566
6309497693027173248,20.021464837110575,0.8002685,20.038515,3.1352673,31.82735,163.14182,4.1401625
2299248864320112512,20.021856612489465,0.14606404,18.173573,4.1378136,146.16406,586.8005,7.743501
5268950777906623104,20.021880722985394,0.010315796,10.305925,1.4061909,1991.2039,3568.8362,1279.6458
5029621043960343552,20.021970693369123,0.040243875,15.758373,3.1965036,963.2185,2116.946,149.17424
3173222379176544000,20.022128714708433,0.01730864,13.787629,2.707406,1552.7664,2585.9456,587.7844
378359474585211008,20.02221630200301,0.019798273,13.972431,2.5735273,1538.7125,3120.2322,650.5071
3833682521305300864,20.022542565364102,0.041052207,15.291992,3.0401716,443.9197,1313.212,110.9145
5400618944600592768,20.022555197621944,0.028630625,14.946634,2.72359,1511.2175,2532.9717,301.02188
6534742820460313728,20.022565205362152,0.032611825,15.44569,2.828189,679.56964,2026.995,189.63515
6391327540254901376,20.022630020838484,0.020639155,14.630375,2.995614,1050.7689,1929.8563,419.66937
3362527426434825088,20.022664908610462,0.050602943,12.617488,,,649.79724,
4105787803566727168,20.022897428364036,0.036150053,15.229389,3.1017923,435.71533,800.0648,141.82027
1292394936843533696,20.02292699057364,0.014119234,13.686995,2.4677458,1113.913,1948.631,369.58667
2756461464558262272,20.023334351072126,0.02774758,8.39538,0.8673639,2956.6282,4846.702,2140.379
4251013979377791104,20.023374600953616,0.3219,19.272818,4.143606,108.22706,336.49078,8.289386
5409615835949607424,20.02350797451922,0.01494353,14.010524,2.4453669,2023.5969,3139.6968,769.70984
5366611359194445824,20.023534227120305,0.09730766,17.339626,4.024028,343.08972,796.4604,23.645737
4790875077673493760,20.02394477331137,0.01405874,12.432221,2.4517756,646.4216,1634.2711,366.37018
465395822908970880,20.024029072337736,0.020174779,14.45472,2.6936426,2053.5364,3954.7644,620.9851
4116041917718664832,20.024233814555867,0.041045234,15.4095955,3.0527725,1140.3375,2103.7373,211.54669
4988735051246293504,20.024276990251124,0.03564657,11.45206,2.150196,46.154404,483.18683,48.59836
3441605161696282624,20.025085932439797,0.022427348,14.381845,2.5183468,1917.2633,3349.4817,631.6991
2918043425636126080,20.025769131541196,0.08276413,17.330835,3.9539576,486.00696,1339.156,26.94959
593819567004974720,20.025811001544096,0.025866322,14.403187,2.6378088,839.1982,2009.1997,327.20087
2914172491871148160,20.026130827836592,0.07798576,17.713736,0.85666084,128.37769,1206.652,89.7267
6822778686132562432,20.02615765076469,0.0213516,14.02133,2.5790997,890.18976,2190.5105,334.69955
2455038495061912832,20.02621848196158,0.054635968,16.244108,3.445651,458.31244,1509.7047,60.107212
935709512206146560,20.026647712660083,0.022949215,12.960215,2.3837776,1087.0204,2077.664,613.2501
3254454671897381120,20.02681854634587,0.24377292,18.573097,4.1092205,125.1727,472.57703,5.0831532
1875741930472284672,20.026906897724558,0.016648741,9.185509,1.016696,4153.5947,7148.417,3324.3313
5945655620235140480,20.02733294106158,0.017802374,14.1209545,2.587986,1047.1864,1975.2395,532.07886
4815079662225121664,20.027392989361765,0.012588477,13.260779,2.6478739,1599.0443,2197.9854,752.63776
1900093639129227136,20.027558521340538,0.022797108,14.728759,2.8586712,925.88184,2153.352,295.17618
1201909218687077120,20.02784225311506,0.016478248,13.248117,2.6176443,1368.8718,2731.6738,647.29205
2064838031864808832,20.028045595023958,0.22367424,19.08487,1.4041939,36.228207,394.6079,20.696909
4228451343646290688,20.02815720879278,0.016477937,10.051121,1.3151321,2922.2927,6203.98,2606.012
394745294513036800,20.028323469265214,0.037461676,15.746945,3.2784472,843.0996,1704.6979,158.44283
6767057567145077504,20.02876222263075,0.01732589,9.683793,1.138442,577.37573,1374.049,412.34143
3195203368962357760,20.028821907504202,0.019255392,8.573246,0.8738661,3287.0508,5654.072,3780.681
6255458792472646400,20.029018573284954,0.020577502,13.8240385,2.6923952,1076.3823,1885.5184,417.28235
350580833003011840,20.02964100569147,0.026961194,8.415382,0.9172158,4411.824,5286.266,3665.4075
950361883331847424,20.02975420694723,0.04846633,15.917061,0.08017063,187.72981,1253.6927,328.30536
163804078373452288,20.029804243932226,0.11476791,17.33066,3.9262218,299.94998,1186.3192,29.783705
4674816235180364160,20.03029360044906,0.016372887,14.590372,2.8511915,1260.1437,2283.5261,427.4931
4101605811065866880,20.030614710760226,0.39231429,19.53469,3.7736073,69.93782,277.4119,3.2813275
5612299328373516416,20.030896047708406,0.015262556,8.24642,0.8661356,4726.1636,8063.761,6135.5293
2811231918309121792,20.03091590610375,0.016709197,13.54673,2.3841124,1873.3208,2571.7705,561.45233
5400618944600593536,20.03101574648349,0.0153467525,10.918323,1.5536804,3707.8733,6819.663,2255.1143
63181034805012224,20.031139820262002,0.018474407,9.109594,1.0337553,139.4205,5206.6064,466.90735
4715697967285258240,20.03114370745141,0.034307044,16.048029,3.4234219,314.61752,859.57086,54.417683
6845810053122792192,20.031417327902872,0.033786442,14.829177,2.8658113,747.22253,1550.2256,297.45023
2830734604590471424,20.03147679430012,0.100942366,17.61681,0.54935265,108.09941,1128.8344,97.48377
3299556814963128704,20.031495668289097,0.02742043,14.527725,2.7281284,972.4148,1513.0176,227.05608
1823074567617787776,20.031807128197308,0.02687934,15.088201,2.8620977,944.99567,1605.8035,319.95306
951711155898321280,20.031857884674775,0.0796002,16.868748,3.6463728,287.2402,768.1823,11.584285
1705155858222096640,20.031937088881556,0.15708697,18.545362,4.2367954,147.09465,364.6888,7.938454
2922056368202440832,20.03203658606221,0.018886063,14.377009,2.8600407,1530.7814,2829.819,451.70364
2288655447745058176,20.032101812513154,0.011013917,10.777275,1.5435114,1658.0143,3930.984,923.50903
5427726441718114560,20.032534466916808,0.016903143,14.436634,2.6777525,1207.8043,2523.1914,457.00345
551152678989564416,20.03259891536375,0.059844416,16.780617,3.5569592,605.42883,1262.8661,46.738575
824461857716887168,20.032795716821887,0.016764596,13.423807,2.4822664,1239.0171,1866.1702,622.3891
3877219677072108928,20.032945265239803,0.06273887,16.255083,3.395668,260.6572,943.2702,48.78274
6388654966789281536,20.032955968336296,0.1161734,18.020369,4.3265514,172.75897,589.6178,7.262583
5372732855821830400,20.03395785480813,0.022941457,14.735036,2.985055,780.88904,1518.3434,325.43137
408017258854193280,20.034258671265423,0.016430559,13.585808,2.236721,1475.214,3540.6296,674.80316
6195592652076883584,20.035046266821876,0.021704253,7.000403,0.63453674,1839.7936,4257.377,1213.142
633815264538126208,20.03566726560345,0.023097193,12.798977,2.4292088,1711.1595,2248.9617,1049.3862
4356442919556951296,20.035730548520846,0.04250827,15.444211,2.9356623,481.91125,1972.8156,157.15277
3047750819507995008,20.03593587425668,0.015161388,10.424107,1.3900232,3465.4053,3748.569,1921.8252
1924580518993288448,20.035950600931596,0.018420456,11.694641,1.9060469,2833.5251,4052.1208,2051.717
744275161897052928,20.03614070778074,0.04834943,16.000301,3.3081512,843.9201,1551.616,63.606163
6552265458098113536,20.036461547322208,0.015397894,11.031281,1.5674162,1957.0499,3748.6855,1503.0404
5366612905382679424,20.03653493785887,0.024958918,14.919403,3.0483046,1380.0251,2132.6262,296.2521
176265565204117888,20.03690490932313,0.14754203,17.204924,4.0109625,266.6008,620.41425,16.384636
164084797434486016,20.037214074398616,0.03835283,15.472521,2.933384,1154.7174,1938.9352,172.97147
4264884078092553600,20.037247213737178,0.052133348,16.06629,3.3737917,611.6426,1149.3723,132.02002
4394630332775605376,20.03732175394906,0.018149566,13.809127,2.7322588,997.0401,2042.1902,411.8859
5682754933956526080,20.037362004894106,0.027608024,14.440053,2.6959496,1662.1937,1867.991,462.53003
6007241877831598976,20.037551425105516,0.28204572,18.723085,3.8151493,146.46408,495.94232,6.835229
2453167160630875008,20.03777760522252,0.018205812,13.253396,2.4743462,1485.4976,3127.9668,791.7495
5251589042651479296,20.038197203506584,0.082542785,17.458586,3.7647781,247.50731,944.24146,20.899363
2756461464558262656,20.038341441222656,0.025310144,7.624326,0.7321634,2206.6284,4969.402,2366.5
2079973191680730880,20.038376176068912,0.042550553,16.329277,3.748519,557.2881,1330.5675,47.54192
20143916309954432,20.03839715428038,0.034778275,14.78098,2.7556334,774.4556,1560.0743,177.99309
6567365777134137344,20.038965845654932,0.016721603,12.566731,2.1891375,1277.4028,2881.0886,840.9567
6883557180656003328,20.03897110624792,0.07764728,16.854105,3.7117138,441.67508,1069.8632,38.825832
204206767007059328,20.03932438151133,0.022482524,14.516546,2.97684,1177.5433,1831.9496,391.90134
94865180345415552,20.03941276054807,0.019569943,9.175237,1.0094719,1397.0931,3055.5461,727.2193
3673010234303585920,20.040079317288864,0.041660327,15.766893,3.1354733,659.5428,1408.926,74.92618
146712303261194624,20.04024061578082,0.10499906,17.08553,3.8768234,115.63731,325.05905,21.179985
129281303048006656,20.040251356065564,0.039626412,15.7044325,3.1940136,856.0761,1248.1957,117.26842
6395349897387334912,20.040947490972325,0.01746078,14.211904,2.8059196,950.8127,2007.1439,344.6534
4356710616272982656,20.040967729893293,0.017515225,12.485084,1.9906359,1966.0652,3517.579,718.61505
4255547815591114368,20.041016480280675,0.3008768,18.38283,,,28.660765,
3385734333029182592,20.04107292912161,0.11850529,17.122923,3.8798141,271.1213,832.4854,27.116776
2694138087479247872,20.041129903872942,0.10829583,15.738095,,,400.89883,
2887469752478012928,20.041141595475953,0.014672315,8.428298,0.85240984,2844.039,6345.719,1668.1477
2064445987251056384,20.04128377699743,0.3214847,19.263634,3.9044037,78.202995,348.41736,4.934935
6700289586108081536,20.04129290562604,0.022818577,12.883086,2.4128351,2203.6282,2356.35,758.1975
6127507864134576768,20.04156180630361,0.015165534,12.625605,2.1070328,3213.7607,5207.6885,1253.4608
824134821727350272,20.041940640451546,0.026245348,15.303345,3.0108194,1074.441,2036.3694,222.52847
2997922533078593024,20.04205820210759,0.018562373,14.319974,2.6291018,1359.5421,2533.128,619.3457
3853655287462788480,20.042155492355846,0.02166649,14.175902,2.7227945,737.54755,1729.3837,369.97406
5540968133550226688,20.04257170862909,0.009973367,12.524273,1.7163506,3320.941,5819.6987,1923.9186
4410452820495105024,20.042743251086137,0.024601027,6.8190975,0.675899,2552.6853,5104.099,1467.5294
356354329908098560,20.043106863443374,0.024699094,11.090448,1.6436205,1180.3801,2914.3813,550.3769
4339409251055222400,20.043246634159047,0.027527986,15.066857,3.0005045,1054.3956,1864.4397,316.2995
1040834441710746112,20.043379967691,0.02763231,14.69718,2.8394785,1122.509,2468.785,347.7524
5895962814274287232,20.043796163440437,0.08624572,17.05608,3.9377594,457.77917,1039.6259,43.633068
2530307796924503296,20.044111544017724,0.016484244,9.250074,1.0549774,1302.0231,2937.5842,818.3421
2830105069759726336,20.04413118444527,0.016600559,13.093966,2.5300236,895.92004,2116.982,464.16962
4611034768242180352,20.044419111490605,0.14508948,18.55781,4.1932507,257.54248,555.6838,6.9095373
528133681509788928,20.044899663844863,0.028930478,15.630091,2.467743,1024.1349,2347.5308,281.75653
1956425674269527168,20.044921601663553,0.038334463,16.207064,3.2867374,761.3935,1673.894,108.774155
1047061182215609600,20.04518667286727,0.022637345,14.614109,2.9570103,1218.2283,2736.928,531.59485
5965486892993265408,20.045460425205807,0.014350474,10.864489,1.6186743,2173.2742,4370.127,1665.9078
4107405047773963136,20.04571025771624,0.020207668,13.633437,2.6643305,1312.5359,2484.0173,597.3671
5126103361096079744,20.04611955996034,0.023107877,14.421434,2.7622461,1183.4441,2643.6943,498.4538
6282494305924197120,20.046185712466905,0.024894992,7.736768,0.798121,280.8501,2928.2668,598.4692
5485643629020704000,20.046248418165835,0.017620625,6.427208,0.8432851,1197.5975,5636.1777,1254.4697
1570073780940010880,20.046505515656342,0.019181706,14.532879,2.7727356,1150.3407,2282.3987,395.69077
2257667121267351296,20.046630778116757,0.013591486,14.1180525,2.7218075,1656.0281,3257.24,734.97815
4593886544379827584,20.046727002979928,0.01295514,12.636974,2.1580591,2816.1887,4187.1724,1361.4578
6910593175150321536,20.04688009624064,0.047306508,15.929785,3.3263216,577.58374,1326.9166,74.47856
797455343878369536,20.046970419125408,0.060800284,13.049035,2.636321,96.87467,1339.977,87.36534
6245090981933687040,20.04708889467485,0.021593813,8.549077,0.8786392,4151.08,7441.9316,5728.34
3514838958298068736,20.047202072982326,0.025197206,11.23888,1.7975931,2999.2551,3214.9414,1863.557
4509284793987222400,20.047273019010238,0.0186021,6.9164,0.5676551,1819.6691,4469.321,1587.2863
995563046867967872,20.047274428065514,0.013274507,10.955168,1.704381,3240.592,4855.3237,1434.2225
5872709792625944576,20.047304069514894,0.020104405,11.492008,1.6955614,3488.5715,3872.3477,1737.183
4501249769162586880,20.04736622767993,0.021459589,14.712134,2.8042288,1369.9669,2592.0715,351.05515
6466132607693274496,20.04737885885387,0.11020862,17.89214,0.944376,81.24209,975.355,70.82007
3230311393711726080,20.04770604777936,0.09519783,17.0571,3.8925056,525.9813,1161.235,27.978731
120116560093745152,20.047717829317296,0.030784281,8.374043,0.824213,3421.634,4542.3594,1884.9857
283851128714774528,20.047747951492337,0.020809887,14.15518,2.6462278,1434.5696,2830.2788,464.8242
188799379289451648,20.04780916762745,0.015453937,8.76244,0.89064693,2801.5063,4932.928,2016.0697
1997383581920045312,20.04790956889669,0.11052205,18.079172,0.9016075,51.59213,907.34204,24.38769
4288777565258617216,20.048641370228502,0.024767976,14.702288,2.9290676,835.292,1624.9786,307.45337
1140462221095817728,20.048680369941135,0.024639556,8.167874,0.7628732,2910.3696,4086.027,2700.0115
1183294624267310080,20.048726049448675,0.02380845,14.311762,2.7719107,1128.7953,2195.6526,376.6102
2493175670051118336,20.049026492205137,0.40768367,19.434662,3.2511787,39.75294,249.25288,5.141669
3254217387841562368,20.049152239173846,0.018356362,13.835514,2.4859848,1488.5929,2932.041,765.287
1847834950968711936,20.049318830085678,0.19096877,18.125397,4.4287586,258.38376,383.50543,9.68974
3272234569488264704,20.049486875527283,0.0633927,16.127035,3.2620878,715.0855,1288.3016,91.73627
3689512666886144640,20.049913286122433,0.018954268,9.390088,1.0511036,1761.6165,4302.618,1205.8937
75091460152148864,20.050093784949794,0.034631155,15.196229,3.0742302,715.57153,1198.9908,114.553444
3164100487113671552,20.050184967210885,0.24762031,18.45071,3.4696693,32.076973,214.23601,4.1459036
5561194921253253632,20.050327706827744,0.035319787,16.121246,2.9174242,533.5638,1728.7101,78.43402
4936242682509518080,20.050330666753755,0.015171461,13.800962,2.5165958,1921.823,3296.3984,741.1461
4011729187970602752,20.05036561573989,0.02886193,15.012183,2.8284044,1119.2864,2304.5479,199.66333
4576334009483209472,20.0506998635349,0.055938043,16.832918,3.6666746,617.1285,1946.3286,34.82769
2352553909590048640,20.05084636099227,0.022543967,14.071866,2.7202654,1362.3708,2255.009,622.26996
4334904517556086784,20.05098145163319,0.026593896,14.507757,2.6858206,1052.5774,2051.229,271.53247
5813521157527713408,20.051054994372013,0.015074908,13.509614,2.3772278,2615.3486,3861.6963,1009.7512
4149705179863827712,20.05117961317769,0.042773653,15.332074,2.892187,940.58435,1297.0057,211.17084
1014449907853620608,20.05138307996107,0.017484583,9.261674,1.0278034,2452.3057,6025.783,2808.6536
2268329119880159232,20.05153670528019,0.023487747,15.329096,3.0828247,744.8343,1589.2416,167.17432
1872522281258366848,20.051683684855867,0.12693314,18.491,1.199852,113.44745,714.2934,45.89515
3398263096228459264,20.05173356565624,0.07390694,16.672035,3.504365,640.33203,1284.285,54.694744
5851271274429742080,20.05217382628885,0.08761816,17.283333,3.6074352,162.91016,730.3959,24.19842
322886162321858560,20.05311346221232,0.05613405,16.15942,3.2882452,845.82635,1089.1304,73.73068
2087829335401794176,20.05325002178936,0.0131765455,12.841349,2.3390512,1945.947,2713.2297,760.73004
3720667908679003648,20.053463217762737,0.019067965,9.703046,1.1256571,7027.448,9863.885,4321.587
4457137946770986624,20.053855128795494,0.017134344,11.237302,1.7195711,2573.9062,2699.4348,1395.0492
2460272239129044480,20.054000181794027,0.018610228,11.055527,1.7344828,2854.3064,3409.4692,1569.2006
4362582317605195392,20.05429572132472,0.03175445,15.154716,2.8914423,607.8165,1436.2332,142.51785
152008414550182784,20.054921370606902,0.015309255,10.588343,1.523901,2630.2932,4908.5117,2186.2117
4137749266525322112,20.05523782382483,0.017533405,12.274226,2.0361977,3116.0664,4995.731,1701.7887
679197057219141504,20.05524211023321,0.016179927,9.705593,1.1545734,3368.9558,5280.478,1498.753
2094608997113808512,20.05525215312802,0.019736063,14.873917,2.8156986,863.87415,1853.3695,212.4411
390973248078177792,20.0559480670963,0.015222553,10.536569,1.4189291,2632.5352,5035.842,1682.6788
5214484785797718400,20.056022645956308,0.022770684,15.47271,3.0262613,1141.4329,1844.2881,233.7775
837513060738684160,20.0563533587723,0.026838787,15.00994,2.8151236,1062.2269,2441.749,254.41942
1852115865136515200,20.056428747833614,0.018146599,12.918356,2.3023996,1603.1425,3079.2053,884.77905
1660937971614743808,20.05649050332369,0.074636854,17.726097,0.7230778,109.67922,1142.4214,88.74717
272748152924048128,20.05673121096639,0.19992866,18.497519,4.5765705,163.50085,520.5419,6.55604
2602406721431348096,20.056797282632967,0.018871577,10.328116,1.4795465,999.19556,2040.4471,866.1616
6391327505894149504,20.057139498872935,0.014544029,12.099108,2.2375755,1341.2072,2570.439,1006.6393
4527752672319674240,20.05736350137005,0.047509626,16.459082,3.4625902,1007.21716,1666.3142,75.795006
6574225905057896320,20.05748541015773,0.017561866,13.491459,2.5375843,1374.8792,1943.7355,674.9315
6017799006233665536,20.05769812730584,0.0598694,16.540277,3.556674,634.7997,1468.7595,57.602726
5803840400016065280,20.058249704980092,0.010706759,12.031959,1.858841,3566.1392,6347.077,1564.728
1776715270414488832,20.059173136852586,0.042649325,15.553579,3.021534,539.2773,1158.6887,94.92366
5201844525247885696,20.059734686261844,0.04075545,16.329468,3.3605375,445.67648,1329.4464,63.373966
6189266680646191744,20.060027433527637,0.019356903,13.533705,2.5610514,960.2479,1923.0885,409.98196
4175494401181312640,20.060073433606743,0.040402308,15.3683605,2.9007158,436.08994,1420.2728,150.36739
5623131510767040640,20.060217630950696,0.015074511,13.805565,2.8775253,952.93835,2094.8225,272.0156
5830866846841209984,20.060297414404847,0.06340572,16.468021,3.486765,962.9456,1659.8839,122.01672
630576554254944512,20.06030037460701,0.018100522,13.094895,2.126811,2037.9937,3973.8167,941.61835
6811058613734991104,20.060532101244213,0.022199314,13.977025,2.5838957,1442.5984,2304.7148,555.67474
2302346119858104320,20.060562263857328,0.022796085,15.2886915,2.9092617,569.2754,1688.865,151.97495
4691834613592716544,20.060703619639053,0.014310428,12.741454,2.1052685,2813.604,3505.8054,1011.8562
4933533142262051968,20.060969380356028,0.02942513,15.458566,0.042181015,523.93097,1363.2175,363.69437
4237172704241062912,20.061279186412538,0.1590424,18.400957,1.3357162,88.88694,643.1889,51.25457
1478100526633355520,20.061380329308943,0.013675117,13.31011,2.3827467,1779.6039,3219.7751,728.2185
985047558178605952,20.061386301153583,0.081073925,16.678932,3.6632566,509.6133,1353.0918,36.298035
4103929491531746816,20.06185265543525,0.02627334,6.8522086,0.60497046,1269.5063,3966.2883,1024.1223
