TIC_ID,TIC_ra,TIC_dec,TIC_pmra,TIC_pmdec,TIC_Tmag,TIC_contratio,CTL_flag,CST_flag,MovingGroup,NameInLocalFile,LocalFile
81003,221.385327,-26.942685,-25.8,-19.4,7.744,0.0113773393,True,False,USCO-LCC-UCL,J1445-2656,Gagne_BF_clean_format_in.csv
134947,223.0466,-28.2783,-70.42,-121.94,12.626,0.0366631746,True,False,ABDMG,J1452-2816,Gagne_BF_clean_format_in.csv
164844,223.870592,-24.764819,-22.7709,-23.6092,8.761,0.00373362284,True,False,UCL,HD 131622,Gagne_BF_clean_format_in.csv
590241,71.642219,-26.465544,0.0,0.0,12.883,0.0,False,False,COL,J0446-2627,Gagne_BF_clean_format_in.csv
590274,71.706283,-26.302424,33.7947,-5.02622,7.474,0.000216744083,True,False,COL,HIP 22226,Gagne_BF_clean_format_in.csv
615133,72.765992,-27.519731,32.2502,-3.89619,8.089,0.0354820974,True,False,COL,HD 30984,Gagne_BF_clean_format_in.csv
615165,72.766376,-27.43006,31.1117,-2.13543,13.21,0.00252919621,False,False,COL,J0451-2725,Gagne_BF_clean_format_in.csv
1031299,33.9956,-9.4867,106.59,-53.3,9.862,6.458335e-05,True,False,THA,J0215-0929,Gagne_BF_clean_format_in.csv
1100695,155.0034,28.9535,-479.02,-201.1,10.585,0.00125910924,True,True,CARN,G 118-51,Gagne_BF_clean_format_in.csv
1198988,71.428618,-33.805854,-12.9545,26.4695,16.046,0.0,False,False,OCT,J0445-3348,Gagne_BF_clean_format_in.csv
1223040,71.620245,-34.867982,-7.93793,26.1453,13.87,0.0,False,False,OCT,J0446-3452,Gagne_BF_clean_format_in.csv
1364042,73.910761,-33.798291,21.2947,-41.5228,11.699,0.0,False,False,ABDMG,J0455-3347,Gagne_BF_clean_format_in.csv
1441057,74.913632,-34.448519,-5.50735,19.3189,12.48,0.0,False,False,OCT,J0459-3426,Gagne_BF_clean_format_in.csv
1518580,75.307423,-35.845771,-8.89942,18.6578,12.925,0.0,False,False,OCT,J0501-3550,Gagne_BF_clean_format_in.csv
1636399,287.500277,-28.514969,7.27,-50.25,12.302,0.0,False,False,BPMG,J1910-2830,Gagne_BF_clean_format_in.csv
2213642,288.753309,-28.799663,16.3,-43.92,12.704,0.0905526,False,False,BPMG,J1915-2847,Gagne_BF_clean_format_in.csv
2428658,79.9716,31.9927,12.72,-90.31,10.828,0.0180183649,True,True,BPMG,J0519+3159,Gagne_BF_clean_format_in.csv
2743109,246.243124,-48.601396,-17.8659,-32.9798,8.159,0.09116847,True,False,UCL,HD 147558,Gagne_BF_clean_format_in.csv
2761472,356.5801,-11.9453,223.59,-146.48,12.546,0.00361928856,True,False,BPMG,G 273-133,Gagne_BF_clean_format_in.csv
3000015,243.740755,-39.627842,-18.2458,-31.4056,7.122,0.0336702727,False,False,UCL,J1614-3937,Gagne_BF_clean_format_in.csv
3033448,82.146538,32.865993,56.2603,-50.0498,7.971,0.00646242965,True,False,HYA,HD 35768,Gagne_BF_clean_format_in.csv
3084844,243.904763,-41.649605,-19.1452,-28.8199,8.435,0.0256807432,True,False,UCL,J1615-4138,Gagne_BF_clean_format_in.csv
3243257,244.811733,-40.820846,-12.9861,-21.4802,8.484,0.0129059386,True,False,UCL,HD 146681,Gagne_BF_clean_format_in.csv
3321204,82.642424,32.65598,31.0168,-77.443,9.184,0.09131873,True,False,COL,HD 244198,Gagne_BF_clean_format_in.csv
3926262,245.300828,-40.50568,-10.1873,-29.0506,9.639,0.0791508,True,False,UCL,HD 147048,Gagne_BF_clean_format_in.csv
4061225,245.569373,-38.710668,-29.6302,-38.0738,9.567,0.0269920155,True,False,UCL,HD 147236,Gagne_BF_clean_format_in.csv
4069456,80.168385,-5.786396,9.25347,-36.5464,8.038,0.009082875,True,False,BPMG,BD-05 1229,Gagne_BF_clean_format_in.csv
4291395,81.152,-5.5883,1.0,-150.0,13.745,0.38402614,True,False,ABDMG,2MASS J05243648-0535175,Gagne_BF_clean_format_in.csv
4667622,181.096952,24.820699,-11.2589,-10.282,9.361,5.51377052e-05,True,True,CBER,BD+25 2455,Gagne_BF_clean_format_in.csv
4694646,181.397768,25.025419,0.0,0.0,17.391,0.0,False,False,CBER,SDSS J120535.46+250131.2,Gagne_BF_clean_format_in.csv
4701976,181.990499,25.586461,-8.36304,-9.37404,10.372,0.01529663,False,False,CBER,Cl* Melotte 111 AV 189,Gagne_BF_clean_format_in.csv
4734708,182.780768,25.990245,-11.8908,-9.09679,8.949,0.0115711717,True,True,CBER,HD 105863,Gagne_BF_clean_format_in.csv
4738909,183.103689,27.380068,-11.6,-10.9,7.666,0.000189424522,True,True,CBER,GM Com,Gagne_BF_clean_format_in.csv
4739859,183.221833,26.250401,-11.9389,-9.8169,10.403,0.00202007755,True,True,CBER,Cl* Melotte 111 AV 523,Gagne_BF_clean_format_in.csv
4751258,189.364945,31.133979,-15.4013,-9.74574,15.979,0.0,False,False,CBER,SDSS J123727.57+310802.3,Gagne_BF_clean_format_in.csv
4751986,189.42,34.8488,-67.4122,-50.9182,10.454,0.00185075006,True,True,ABDMG,J1237+3450,Gagne_BF_clean_format_in.csv
4918918,148.3788,35.5713,-87.33,-171.44,10.651,0.106123023,True,True,ABDMG,J0953+3534,Gagne_BF_clean_format_in.csv
7150628,5.2947,-42.7612,287.0,-14.0,13.814,2.50837957e-06,True,False,CARN,Konigstuhl 1A,Gagne_BF_clean_format_in.csv
7242537,32.730786,-46.066336,57.9621,-25.0312,10.279,0.0,False,False,THA,J0210-4603,Gagne_BF_clean_format_in.csv
7323195,80.359036,-45.341219,-9.70339,25.758,7.989,0.000236182517,True,False,OCT,HD 35289,Gagne_BF_clean_format_in.csv
7417615,81.041295,-42.384851,0.00377831,-12.281,11.896,0.0,False,False,ABDMG,J0524-4223,Gagne_BF_clean_format_in.csv
7422813,81.402808,-45.347415,10.9012,65.3821,12.889,0.00240907143,False,False,BPMG,J0525-4520,Gagne_BF_clean_format_in.csv
7444999,81.595686,-43.376685,19.5321,11.7084,8.543,1.8240366,True,False,COL,CD-43 1846,Gagne_BF_clean_format_in.csv
7445001,81.600046,-43.375697,21.3478,12.6168,7.823,0.500972331,True,False,COL,HIP 25436,Gagne_BF_clean_format_in.csv
7491381,82.214019,-46.471998,-7.36004,20.5883,9.917,0.008456907,True,False,OCT,HD 274576,Gagne_BF_clean_format_in.csv
7586485,63.59406,-38.317134,40.1318,2.31112,8.488,4.10340945e-05,True,False,COL,HIP 19775,Gagne_BF_clean_format_in.csv
7593800,233.596406,-33.002446,-19.8924,-29.4608,11.13,0.0,False,False,UCL,J1534-3300,Gagne_BF_clean_format_in.csv
7652166,64.982031,-40.42623,40.8827,2.38728,16.736,0.0,False,False,COL,2MASS J04195568-4025344,Gagne_BF_clean_format_in.csv
7652962,65.155622,-40.033116,44.4701,-28.0097,13.8,0.0,False,False,ABDMG,J0420-4001,Gagne_BF_clean_format_in.csv
7780388,66.73983,-39.779406,-4.28321,19.0451,15.599,0.0,False,False,OCT,J0426-3946,Gagne_BF_clean_format_in.csv
7785194,67.324391,-36.140887,38.2158,4.67777,12.685,0.0,False,False,COL,J0429-3608,Gagne_BF_clean_format_in.csv
7789803,234.047323,-33.092848,-22.0,-23.9,6.356,0.00101139862,True,False,UCL,J1536-3305,Gagne_BF_clean_format_in.csv
7789858,233.979593,-33.140094,-13.931,-43.1953,15.938,0.0,False,False,UCL,J1535-3308,Gagne_BF_clean_format_in.csv
7792499,234.048118,-34.755673,-13.9329,-19.5144,10.546,0.0,False,False,UCL,TYC 7335-550-1,Gagne_BF_clean_format_in.csv
7807668,67.694173,-36.087522,-6.32581,22.2829,13.024,0.0,False,False,OCT,J0430-3605,Gagne_BF_clean_format_in.csv
7865518,234.25893,-31.611075,-20.0873,-27.9366,9.093,0.340904534,False,False,UCL,J1537-3136,Gagne_BF_clean_format_in.csv
7868160,234.254562,-33.382084,0.0,0.0,14.443,0.0,False,False,UCL,2MASS J15370109-3322555,Gagne_BF_clean_format_in.csv
7956618,234.366306,-32.485039,-26.2173,-29.6461,8.165,0.01208317,True,False,UCL,J1537-3229,Gagne_BF_clean_format_in.csv
8002391,234.463918,-30.754461,-19.7,-27.5,10.368,0.0,False,False,UCL,J1537-3045,Gagne_BF_clean_format_in.csv
8009812,234.512846,-33.232632,0.0,0.0,11.905,0.0,False,False,LUP,J1538-3313,Gagne_BF_clean_format_in.csv
8074915,234.701397,-34.677273,0.0,0.0,16.427,0.0,False,False,LUP,J1538-3440,Gagne_BF_clean_format_in.csv
8159414,234.865691,-34.771434,-36.5425,-17.4888,10.56,0.0,False,False,UCL- LUPI,J1539-3446,Gagne_BF_clean_format_in.csv
8159415,234.867836,-34.771675,0.0,0.0,12.554,0.0,False,False,LUP,Sz 66,Gagne_BF_clean_format_in.csv
8163258,234.943218,-34.850778,-14.3419,-21.348,10.832,0.0,False,False,UCL,J1539-3451,Gagne_BF_clean_format_in.csv
8281042,235.159439,-34.360126,-33.1563,-36.2808,11.591,0.0,False,False,LUP,Sz 67,Gagne_BF_clean_format_in.csv
8364621,235.276286,-30.86329,-28.6094,-33.8401,13.029,0.0868101,False,False,UCL,J1541-3051,Gagne_BF_clean_format_in.csv
8366242,235.336581,-30.053623,0.0,0.0,18.979,0.0,False,False,UCL,J1541-3003,Gagne_BF_clean_format_in.csv
8372470,235.420061,-33.75523,0.0,0.0,16.415,0.0,False,False,LUP,J1541-3345,Gagne_BF_clean_format_in.csv
8372833,235.421161,-34.016476,-10.8699,-20.2881,9.865,0.008556364,True,False,UCL,TYC 7335-194-1,Gagne_BF_clean_format_in.csv
8420443,235.471728,-34.888875,-21.6419,-29.4854,7.986,0.002168572,True,False,UCL,J1541-3453,Gagne_BF_clean_format_in.csv
8421615,235.560639,-34.17379,0.0,0.0,17.736,0.0,False,False,LUP,J1542-3410,Gagne_BF_clean_format_in.csv
8510303,235.667934,-34.228577,0.0,0.0,15.649,0.0,False,False,LUP,J1542-3413,Gagne_BF_clean_format_in.csv
8511113,235.670935,-34.710457,-24.2,-29.7,4.882,0.00334040727,True,False,UCL,J1542-3442,Gagne_BF_clean_format_in.csv
8580288,247.759075,32.723778,0.0,0.0,14.962,0.0,False,False,ABDMG,J1631+3243,Gagne_BF_clean_format_in.csv
8867166,143.0528,33.9746,-47.37,-148.68,11.439,0.0143735921,True,True,ABDMG,J0932+3358,Gagne_BF_clean_format_in.csv
9150015,60.653177,-0.268936,151.0,-252.0,5.178,0.006584978,True,False,ABDMG,HD 25457,Gagne_BF_clean_format_in.csv
9171906,117.149789,37.203636,-40.0722,-239.061,9.077,0.0106248958,False,False,ABDMG,J0748+3712,Gagne_BF_clean_format_in.csv
9210746,352.556,-20.391,313.86,-204.59,8.689,3.91163333e-08,True,False,COL,GJ 1284,Gagne_BF_clean_format_in.csv
9337981,138.3661,36.0941,-80.7741,-134.534,9.658,0.146045312,True,True,ABDMG,J0913+3605,Gagne_BF_clean_format_in.csv
9966473,50.7279,-7.7182,72.37,-112.24,13.116,3.20903819e-05,True,False,ABDMG,J0322-0743,Gagne_BF_clean_format_in.csv
10802452,20.134462,-11.467704,111.435,-136.954,7.686,0.002700964,True,False,ABDMG,HIP 6276,Gagne_BF_clean_format_in.csv
10930507,42.484997,-5.959803,48.0,-32.0,14.142,0.0,False,False,BPMG,J0249-0557,Gagne_BF_clean_format_in.csv
10938404,55.4175,-2.5618,44.53,-79.02,15.672,0.1958352,True,False,ABDMG,J0341-0233,Gagne_BF_clean_format_in.csv
10954243,247.191161,-52.435326,0.0,0.0,13.243,0.450961918,False,False,ABDMG,J1628-5226,Gagne_BF_clean_format_in.csv
10988057,303.633515,36.806284,69.0,69.0,5.111,0.0,False,False,ARG,29 Cyg,Gagne_BF_clean_format_in.csv
11311177,145.635382,-25.8605,0.0,0.0,17.61,0.0,False,False,CARN,J0942-2551,Gagne_BF_clean_format_in.csv
11548580,97.1858,56.6228,0.23,-111.33,11.31,0.04354109,True,True,ABDMG,J0628+5637,Gagne_BF_clean_format_in.csv
11614280,20.7144,-25.9382,132.53,-110.49,13.692,0.0300125014,True,False,ABDMG,J0122-2556,Gagne_BF_clean_format_in.csv
11614485,20.7123,-24.6641,108.86,-121.91,11.583,0.00513488939,True,False,ABDMG,J0122-2439,Gagne_BF_clean_format_in.csv
11713886,298.0068,23.9347,55.0,-97.0,14.749,4.68316936,True,False,ABDMG,J1952+2356,Gagne_BF_clean_format_in.csv
11895653,178.457665,53.694671,108.0,11.0,2.396,3.353449e-06,True,False,UMA,gam UMa,Gagne_BF_clean_format_in.csv
12509218,3.903,-29.7668,110.44,-85.55,11.425,0.00444363663,True,False,THA,GJ 3017,Gagne_BF_clean_format_in.csv
13020091,75.3906,-29.5332,27.6,-54.67,11.942,0.323469162,True,False,ABDMG,J0501-2932,Gagne_BF_clean_format_in.csv
13071003,75.957705,-24.385405,0.0,0.0,14.018,0.0,False,False,ABDMG,J0503-2423,Gagne_BF_clean_format_in.csv
13135619,76.6306,-29.4539,390.04,413.69,11.292,0.0209637769,True,False,CARN,LHS 1735,Gagne_BF_clean_format_in.csv
13324350,78.513264,-25.284367,32.6996,-7.01291,11.748,0.0,False,False,COL,J0514-2517,Gagne_BF_clean_format_in.csv
13886484,12.6385,24.8167,312.54,-133.37,9.506,1.0519011,True,True,ARG,J0050+2448,Gagne_BF_clean_format_in.csv
13912397,74.207793,-39.603415,21.1595,-34.7872,13.436,0.00711917737,False,False,ABDMG,J0456-3936,Gagne_BF_clean_format_in.csv
13955147,75.216099,-41.018487,31.5974,10.2769,8.71,0.00791875,True,False,COL,HIP 23316,Gagne_BF_clean_format_in.csv
14085128,76.955522,-38.940877,23.0255,11.6314,13.493,0.0,False,False,COL,J0507-3856,Gagne_BF_clean_format_in.csv
14087575,76.976185,-41.601758,26.2521,9.8788,13.276,0.0,False,False,COL,J0507-4136,Gagne_BF_clean_format_in.csv
14091631,77.250579,-36.461154,-7.12357,18.3589,10.5,2.80322933,True,False,OCT,TYC 7053-832-1,Gagne_BF_clean_format_in.csv
14091633,77.260202,-36.464583,-7.69065,19.3181,8.88,0.155874178,True,False,OCT,HD 33512,Gagne_BF_clean_format_in.csv
14230584,78.802041,-38.598343,15.51,-15.8249,11.948,0.0,False,False,ABDMG,J0515-3835,Gagne_BF_clean_format_in.csv
14230586,78.784465,-38.600137,8.0397,-18.6038,12.499,0.0,False,False,ABDMG,J0515-3836,Gagne_BF_clean_format_in.csv
14743499,177.4051,17.2615,-308.21,-35.11,11.098,0.005095956,True,True,CARN,G 57-22,Gagne_BF_clean_format_in.csv
15367231,185.080763,-51.218568,-33.0738,-11.2195,7.492,0.0133454623,False,False,LCC,HD 107298,Gagne_BF_clean_format_in.csv
15371740,185.18418,-52.256921,-24.4754,-7.14065,9.572,0.0225045457,True,False,LCC,J1220-5215,Gagne_BF_clean_format_in.csv
15373882,185.095909,-52.704602,-34.9063,-10.9641,10.374,0.0,False,False,LCC,TYC 8633-2254-1,Gagne_BF_clean_format_in.csv
15444490,185.31867,-53.295851,-35.1732,-12.2577,8.743,0.06136269,True,False,LCC,HD 107441,Gagne_BF_clean_format_in.csv
15446998,185.283694,-52.206301,-35.6,-14.5,10.493,0.0,False,False,LCC,J1221-5212,Gagne_BF_clean_format_in.csv
15502880,253.1464,-29.0053,-105.0,-350.0,12.245,0.5004412,True,False,ABDMG,WISE J165235.06-290022.5,Gagne_BF_clean_format_in.csv
15521969,185.298831,-48.055345,-28.3746,-8.93175,8.528,3.70402551,True,False,LCC,J1221-4803,Gagne_BF_clean_format_in.csv
15523406,185.517943,-48.69024,-29.4209,-10.1863,9.683,0.0,False,False,LCC,CD-47 7559,Gagne_BF_clean_format_in.csv
15525212,185.48195,-49.77015,-31.9215,-10.451,9.215,0.0719102,True,False,LCC,CD-49 7027,Gagne_BF_clean_format_in.csv
16718310,275.0948,-10.1871,-1.2,-25.84,8.735,0.0585261658,True,True,BPMG,J1820-1011,Gagne_BF_clean_format_in.csv
16875646,18.2308,27.7486,147.09,-224.62,13.238,3.387254e-05,True,True,ABDMG,LP 295-636,Gagne_BF_clean_format_in.csv
17122372,144.0663,37.5293,-100.465,-89.3014,9.259,0.000225261814,True,True,BPMG,J0936+3731,Gagne_BF_clean_format_in.csv
17399504,264.51765,-47.014629,-5.71018,-55.6081,13.721,0.199927643,False,False,BPMG,J1738-4700,Gagne_BF_clean_format_in.csv
17499007,264.559504,-45.414093,0.0,0.0,12.608,0.3955108,False,False,BPMG,J1738-4524,Gagne_BF_clean_format_in.csv
17509396,264.525377,-44.058762,-7.90203,-33.5009,9.373,0.171101689,True,False,UCL,CD-43 11887,Gagne_BF_clean_format_in.csv
17519911,247.827753,-52.817348,-49.52,-101.09,13.289,0.0,False,False,UCL,J1631-5249,Gagne_BF_clean_format_in.csv
17776275,118.2426,12.7446,-18.92,-123.88,11.16,0.14241533,True,False,ABDMG,J0752+1244,Gagne_BF_clean_format_in.csv
18143643,136.675828,-35.80603,0.0,0.0,15.036,0.0,False,False,CARN,J0906-3548,Gagne_BF_clean_format_in.csv
18745943,112.3795,35.9334,-32.68,-102.79,9.873,0.00212488556,True,True,BPMG,J0729+3555,Gagne_BF_clean_format_in.csv
18805779,125.0554,36.6563,-32.77,-111.75,11.55,0.04742443,True,True,ABDMG,J0820+3639,Gagne_BF_clean_format_in.csv
19491489,139.6356,-31.4319,-111.001,-110.936,9.777,1.97269213,True,False,ABDMG,TYC 7153-1287-1,Gagne_BF_clean_format_in.csv
20072435,88.929772,-38.104513,21.0657,10.1422,6.967,0.0008170807,True,False,COL,HIP 28036,Gagne_BF_clean_format_in.csv
20144774,89.805715,-37.067007,38.4847,28.4408,10.739,0.0,False,False,COL,J0559-3704,Gagne_BF_clean_format_in.csv
20144775,89.800945,-37.068349,-42.4483,-23.4962,10.946,0.0,False,False,COL,UCAC2 15888252,Gagne_BF_clean_format_in.csv
20319492,167.183321,-28.080682,-73.0,-22.0,5.413,0.00916476548,True,False,TWA,TWA 43,Gagne_BF_clean_format_in.csv
20414865,167.867486,-26.917425,-86.48,-24.47,12.44,1.18430459,False,False,TWA,TWA 37,Gagne_BF_clean_format_in.csv
20446899,168.4286,-26.474,-173.0,2.0,10.304,0.09255274,True,False,CARN,2MASS J11134286-2628265,Gagne_BF_clean_format_in.csv
20491383,168.908233,-25.872021,0.0,0.0,14.081,0.0,False,False,TWA,J1115-2552,Gagne_BF_clean_format_in.csv
20905543,26.8728,34.2188,119.873,-195.277,10.308,0.00171063154,True,True,ABDMG,G 133-40,Gagne_BF_clean_format_in.csv
20969215,72.3367,46.1117,17.91,-103.99,12.316,0.0430719368,True,False,ABDMG,J0449+4606,Gagne_BF_clean_format_in.csv
21107353,186.7017,-52.252,-29.01,-12.06,10.215,0.0731716156,True,False,LCC,J1226-5215,Gagne_BF_clean_format_in.csv
21165132,187.00991,-50.230661,-32.5,-12.9,4.199,0.0,False,False,LCC,J1228-5013,Gagne_BF_clean_format_in.csv
21269234,103.1026,39.506,-7.4,-97.88,12.716,0.113505818,True,True,ABDMG,J0652+3930,Gagne_BF_clean_format_in.csv
21504987,85.899176,-39.923509,25.4773,14.2215,7.574,0.01217318,True,False,COL,HD 38397,Gagne_BF_clean_format_in.csv
21622364,86.963018,-37.332668,29.961,1.16909,12.606,0.0,False,False,COL,J0547-3719,Gagne_BF_clean_format_in.csv
21627442,87.126726,-41.458348,13.5255,-6.50185,10.245,0.0,False,False,ABDMG,CD-41 2076,Gagne_BF_clean_format_in.csv
21649666,87.480647,-37.408028,0.0,0.0,13.648,0.0,False,False,COL,J0549-3724,Gagne_BF_clean_format_in.csv
21717652,87.900666,-39.417042,0.0,0.0,14.855,0.0,False,False,COL,J0551-3925,Gagne_BF_clean_format_in.csv
21721790,255.973255,34.790208,-61.0707,-5.87844,5.899,0.0005040435,True,False,THA,HR 6351,Gagne_BF_clean_format_in.csv
21750043,88.553299,-40.73499,-10.0794,14.4183,14.041,0.0,False,False,OCT,J0554-4044,Gagne_BF_clean_format_in.csv
22214795,183.619342,-47.612825,-28.2736,-8.31588,9.142,0.009760593,True,False,LCC,J1214-4736,Gagne_BF_clean_format_in.csv
22316553,183.73485,-47.9485,-35.5041,-13.4795,7.826,0.003764007,True,False,LCC,J1214-4756,Gagne_BF_clean_format_in.csv
22507789,184.577901,-45.478154,-54.3632,-27.4694,13.234,0.04697958,False,False,TWA,J1218-4528,Gagne_BF_clean_format_in.csv
22749484,38.5018,28.3247,88.06,-146.3,10.907,0.05636811,True,True,ABDMG,J0234+2819,Gagne_BF_clean_format_in.csv
22766740,108.676261,-40.160605,-8.14068,-9.6183,12.291,0.0,False,False,COL,1RXS J071441.9-400939,Gagne_BF_clean_format_in.csv
22836043,248.460068,-51.316988,-24.8126,-42.9157,9.669,0.472700357,True,False,UCL,CD-51 10295,Gagne_BF_clean_format_in.csv
22900995,39.650983,26.238808,48.7494,-47.0726,8.549,0.00102533435,True,True,BPMG,BD+25 430,Gagne_BF_clean_format_in.csv
22959701,235.278303,-26.940646,-17.6622,-26.5466,10.293,0.07715723,True,False,USCO,CD-26 10981,Gagne_BF_clean_format_in.csv
22970720,109.180087,-41.315891,-6.08728,15.867,13.616,0.0,False,False,COL,J0716-4118,Gagne_BF_clean_format_in.csv
22990338,60.118113,27.348566,18.84,-53.51,15.479,0.0,False,False,PLE,J0400+2720,Gagne_BF_clean_format_in.csv
22998652,60.1635,26.7387,16.6,-46.01,13.53,0.004037549,True,False,PLE,J0400+2644,Gagne_BF_clean_format_in.csv
23011092,235.389812,-26.065792,-18.6293,-22.615,9.654,0.317607522,True,False,USCO,CD-25 11037,Gagne_BF_clean_format_in.csv
23083869,60.713605,29.032825,4.13236,-19.7697,10.292,0.0019389498,True,False,TAU,HD 281514,Gagne_BF_clean_format_in.csv
23126920,45.9558,-11.3281,72.49,-106.89,12.444,0.00218089926,True,False,ABDMG,J0303-1119,Gagne_BF_clean_format_in.csv
23201702,235.996068,-26.381017,-22.1883,-25.0141,12.119,0.0,False,False,USCO,J1543-2622,Gagne_BF_clean_format_in.csv
23211639,268.974324,-44.824485,-5.53997,-53.2274,13.662,0.345358938,False,False,BPMG,J1755-4449,Gagne_BF_clean_format_in.csv
23220549,47.426172,-9.579572,89.9561,-112.5,7.78,2.72492343e-05,True,False,ABDMG,IS Eri,Gagne_BF_clean_format_in.csv
23325655,167.307511,-30.02774,-100.18,-22.85,9.024,0.0,False,False,TWA,TWA 2 A,Gagne_BF_clean_format_in.csv
23491633,269.309294,-41.991448,-74.23,-370.97,9.38,1.16515315,True,False,ABDMG,L 415-82,Gagne_BF_clean_format_in.csv
23498669,168.8747,-29.9121,-55.28,-27.72,14.106,0.0126841832,True,False,TWA,J1115-2954,Gagne_BF_clean_format_in.csv
23562559,237.012157,-29.143589,-17.7798,-23.8572,9.952,0.0271217562,True,False,USCO,CD-28 11578,Gagne_BF_clean_format_in.csv
23997252,238.130109,-26.564711,-25.1394,-32.9284,10.808,0.0,False,False,USCO,J1552-2633,Gagne_BF_clean_format_in.csv
24001971,238.235616,-29.842844,-16.4234,-24.1343,8.247,0.01422604,True,False,USCO,HD 141960,Gagne_BF_clean_format_in.csv
24133681,238.625439,-27.338643,-13.2675,-25.0833,6.22,0.00142697152,False,False,USCO,J1554-2720,Gagne_BF_clean_format_in.csv
24266526,318.53344,-22.859955,0.0,0.0,18.456,0.0,False,False,BPMG,PSO J318.5-22,Gagne_BF_clean_format_in.csv
24293836,318.7063,-22.3122,103.4,-237.54,11.558,0.01622863,True,False,ABDMG,LP 873-20,Gagne_BF_clean_format_in.csv
24401034,81.689872,-34.073441,34.4999,10.3953,12.312,0.0,False,False,COL,J0526-3404,Gagne_BF_clean_format_in.csv
24403505,79.470995,-11.355563,0.0,0.0,14.934,0.0,False,False,COL,J0517-1121,Gagne_BF_clean_format_in.csv
24448282,82.176397,-33.449902,10.611,-28.4478,11.662,0.0,False,False,ABDMG,1RXS J052843.5-332646,Gagne_BF_clean_format_in.csv
24451239,82.350402,-34.515413,24.5609,5.62696,7.866,0.0008991718,True,False,COL,HIP 25709 AB,Gagne_BF_clean_format_in.csv
24518895,79.987327,-11.412251,26.3501,-19.128,11.856,0.0,False,False,COL,J0519-1124,Gagne_BF_clean_format_in.csv
24587624,83.702449,-32.660057,0.0,0.0,10.771,0.0,False,False,COL,2MASS J05344858-3239362,Gagne_BF_clean_format_in.csv
24604498,80.6694,-6.1065,49.57,-57.84,11.642,0.0341559649,True,False,THOR,SCR 0522-0606,Gagne_BF_clean_format_in.csv
24720349,81.4236,-9.1535,49.0,-174.0,9.973,0.0154745691,True,False,ABDMG,LP 717-36,Gagne_BF_clean_format_in.csv
24721262,81.344864,-7.461508,0.0,0.0,15.655,0.0,False,False,BPMG,J0525-0727,Gagne_BF_clean_format_in.csv
25001358,30.0532,-8.681,115.19,-74.67,10.164,0.0008973827,True,False,THA,J0200-0840,Gagne_BF_clean_format_in.csv
25118964,61.932211,-68.419762,61.4473,22.4195,11.994,0.0158175323,False,False,THA,J0407-6825,Gagne_BF_clean_format_in.csv
25192164,98.084541,-9.724749,-7.11,-48.52,11.534,0.0,False,False,BPMG,UCAC4 402-013866,Gagne_BF_clean_format_in.csv
25208210,143.4741,-30.2865,-92.59,-61.88,14.628,0.7610127,True,False,ABDMG,J0933-3017,Gagne_BF_clean_format_in.csv
25425217,192.671547,-33.999309,-28.5,-17.4,5.367,0.0,False,False,USCO-LCC-UCL,J1250-3359,Gagne_BF_clean_format_in.csv
25799110,11.2507,26.5695,85.96,-101.44,10.75,0.0133654224,True,True,ABDMG,J0045+2634,Gagne_BF_clean_format_in.csv
26439515,56.97517,34.11348,0.0,0.0,18.199,0.0,False,False,ABDMG,2MASS J03475404+3406485,Gagne_BF_clean_format_in.csv
26618961,57.4701,30.1482,139.29,-300.27,13.289,0.0309959035,True,True,ABDMG,LP 300-45,Gagne_BF_clean_format_in.csv
26704081,248.726067,-53.581856,0.0,0.0,16.469,0.0,False,False,ABDMG,LHS 3216,Gagne_BF_clean_format_in.csv
26763552,24.9946,26.1842,138.54,-144.9,11.125,1.957225,True,True,ABDMG,2MASS J01395868+2611033,Gagne_BF_clean_format_in.csv
27957977,333.3987,25.9696,169.94,-150.97,11.049,0.0389348976,True,True,ABDMG,GJ 4264,Gagne_BF_clean_format_in.csv
28180663,67.414,42.4831,54.0,-152.0,14.384,0.03848116,True,False,ABDMG,LSPM J0429+4228,Gagne_BF_clean_format_in.csv
28317917,247.057139,-38.416254,-25.9763,-36.9677,13.973,0.21842441,False,False,UCL,J1628-3824,Gagne_BF_clean_format_in.csv
28394523,350.4834,24.2088,402.57,-193.08,11.824,0.199782044,True,True,BPMG,LHS 6422,Gagne_BF_clean_format_in.csv
28619282,247.149835,-41.922427,-7.21703,-19.6348,9.645,0.402077377,True,False,UCL,HD 148248,Gagne_BF_clean_format_in.csv
28820895,247.497568,-36.515236,0.0,0.0,18.233,0.0,False,False,UCL,J1629-3630,Gagne_BF_clean_format_in.csv
28831845,49.345286,26.315115,186.388,-49.0807,9.45,0.1292922,False,False,HYA,BD+25 522A,Gagne_BF_clean_format_in.csv
28871150,49.584789,26.909508,95.4187,-90.1488,8.113,0.00161442521,True,True,COL,BD+26 537,Gagne_BF_clean_format_in.csv
29015116,50.6172,27.1561,220.795,-64.4563,9.4,0.0004920002,True,True,HYA,LP 355-64,Gagne_BF_clean_format_in.csv
29235972,152.4023,46.5481,-92.28,-96.11,13.008,0.0019083037,True,False,ABDMG,J1009+4632,Gagne_BF_clean_format_in.csv
29261635,236.7996,41.8061,-58.8,-14.14,12.109,0.311699182,True,True,ABDMG,J1547+4148,Gagne_BF_clean_format_in.csv
