Name, Date,EW Mg 1.48 microns (Angstroms),EW Mg 1.50,EW Mg 1.57,EW Al 1.67,EW Al-a 1.67,EW Al-b 1.67,EW Mg 1.71,EW Na 2.21,EW Ca 2.26, Radial Velocity (km/s), RA (degrees), DEC (degrees)
J16570570-0420559,20110323,0.8761874422182723,1.8191595719320452,1.7928696374415596,1.7041369361965755,0.7620876387147784,0.9568948910514177,1.5217421568802978,4.918865328093146,3.4698740185172756,8.619725929274217 ,254.4214973,-4.3654914
J14193585-0509080,20110323,0.24915495183192976,1.4070168883879726,0.6081084662455377,1.4619510225450847,0.7081086618055873,0.7688493510268412,1.1170076220597722,4.776883454995546,2.5803353514514007,6.8772309750789775 ,215.0424489,-5.2011018
J14493338-2606205,20110323,1.3942867514232011,4.025934284437154,3.0138502522438158,3.6637497119428275,1.6464885428859946,2.0115180778892428,2.9048435837101714,3.1466342103534513,1.8654270237406172,-17.410833086059363 ,222.5495559,-26.1481035
J06334690-7537301,20110323,0.8717842439823473,2.432004980696686,1.8393068039364158,2.3652090720242795,1.0689557174371465,1.3179975820199048,1.9440358158753763,5.055886390078425,2.8156171352503945,26.476530408987376 ,98.3376011,-75.6341377
J05114046-4501051,20110323,0.8016339735007153,2.663599497400256,1.5045090031178363,0.5083773862925469,0.36193097567187754,0.23538754473198764,2.112334639752611,1.2377275110607098,1.42376559950683,258.8174832785165 ,78.0282093,-45.0262217
J16301808-1239434,20110323,0.7075802657939787,2.10639089026785,1.2635323280856645,1.8657836059336494,0.8836169567122117,1.0465245363843314,1.9791490859542638,4.4839560752922445,3.067662308853277,-8.922390974788822 ,247.7315333,-12.6876932
J06292339-0248499,20110323,0.30345339836341223,1.8624171448837423,0.9074465808157344,1.1833175353247922,0.5994954942247614,0.6321686170958902,1.347511764369583,5.441138959968139,3.4969910324607243,35.696892142344325 ,97.4871548,-2.8245908
J14115998-4132211,20110323,0.33069654603046394,0.6611146713079861,-0.10936283157576997,1.3026373542982164,0.4896623320839514,0.7158973824807797,0.1773959033366252,5.80320991543618,1.9911760857036447,0.14042799329586464 ,213.1735677,-41.5909168
J06334337-7537482,20110323,1.168565334417589,3.2525386384054658,2.5077886197796557,2.5594996685310565,1.1461583255311987,1.4616484721309457,2.5537908346437366,4.982855904669341,3.297409179219401,27.32953942936387 ,98.3232553,-75.6390945
J04152173-0739173,20110323,0.5118589319088379,1.7967265380564637,0.8968449454853589,2.0623781741557994,0.9695685103527042,1.1039519495667989,1.53201502860519,3.749521659831898,2.3289706252199185,-20.428583735496083 ,63.965503,-7.6390458
J15420677-1928167,20110323,0.7021477203061235,1.847532011414491,1.0688313194400536,2.4646080066501135,1.190415273950891,1.2670928338470384,1.6245803498508637,2.8205861543753135,1.9323736205338307,94.71359942117766 ,235.6819883,-19.5072602
J17151894+0457496,20110323,0.403745115399239,1.184304322993222,0.7014475948891485,1.7077317397019933,0.8065243294078914,0.9068372742917508,0.9737175683947332,7.103450928333069,2.9672285947956527,29.639464998665908 ,258.9675571,4.9507785
J05015746-0656459,20110323,0.5989249585895156,1.551515215345923,0.5216081624628739,1.4794783258551674,0.6686775538508933,0.8261417415314689,1.115254804711655,4.962448961026554,2.799622338398288,56.416062334463625 ,75.6195938,-6.9323039
J16193813+0258111,20110323,1.102892148610453,3.234800177946969,2.438360334597763,3.2273289887500534,1.5114159456471588,1.713146535278668,2.5503297781098415,2.956877865756318,2.2803224002297857,12.606730827594559 ,245.0482815,2.9449417
J07401922-1724449,20110323,0.3227512753485854,0.8229372072421818,-0.15139931265092882,0.2202413122548456,0.14773270589301324,0.08612679868792013,0.1237796060966462,3.762193470249091,1.058611330132561,-11.1041402710923 ,115.2074143,-17.4418179
J12245243-1814303,20110323,1.1015770031577838,2.6014309288427775,1.7407263608478682,2.412880330925894,1.105311321718047,1.3215889836079486,1.8617221422248846,2.6620865003921406,1.9254539951668002,66.13908779142427 ,186.364342,-18.3082246
J09170532-7749233,20110323,0.680040679085037,1.7435685178628555,1.1418681929217505,1.6311895982001594,0.7149688040668916,0.9525061139807918,1.430115080687665,5.521985274385996,1.9727672766085447,65.3022574488498 ,139.2330935,-77.8739621
J17463427-5719081,20110323,0.7159824384401982,2.170595663855364,1.1651761885118392,2.19615605190776,0.9680270000006066,1.245504693436002,1.7980411667610785,4.307637076363543,3.244008177755097,-24.050691995282275 ,266.8802742,-57.3274194
J06304661-7643094,20110323,0.7084410101981007,1.6156475846973113,0.18094027749292657,0.25899132354455046,0.12724560919809103,0.13184638835082324,0.37759574895829945,6.038852615096004,1.2730530694329583,30.27852663822038 ,97.5697253,-76.7267646
J11381671-7721484,20110323,0.5841528862734132,0.8517378766158628,-0.0026997726751245,-0.4391595400684142,0.058835418898641655,-0.4225526388576553,0.8377734700500765,4.274838969425151,1.7915982584089005,-7.130853193407354 ,174.6587127,-77.4254346
J04102815-5336078,20110323,0.1322420912296185,1.1271552207459365,0.3672721536298428,0.7957664251257472,0.41607414519497077,0.39701532906566644,0.6510599210453091,4.613462807758602,1.8743225139770625,15.993926057485075 ,62.6785491,-53.5833813
J03231588-4959389,20111208,2.1786970052635186,6.017294988682658,3.270139285453874,3.3699065413454194,1.56555914565969,1.8645242180076658,3.8748052088450646,3.854281958487279,3.9382720094528043,6.039006180993475 ,50.910821,-49.9510194
J02024795-4056488,20111208,1.1188466236327748,2.2936381350581776,1.2816865429078415,2.889356098374734,1.194671497851125,1.6798611250803805,1.784350539316988,6.5316455242890425,4.0351592389698245,16.0036286291146 ,30.8256704,-40.8912542
J08524084+2818589,20111208,0.7805908295189286,2.372695066400069,1.6694084854748068,1.5403485010699982,0.7507318357236037,0.8560459898016431,1.6291086539626143,7.450391405425905,4.043803726614392,34.37077655008481 ,133.3473296,28.2695068
J05461937+0112471,20111208,1.3196923660547983,4.690503322999239,3.1993271081086707,5.709580889291216,2.193205954237106,3.4161548803302013,3.2431656003835445,7.221353587255988,5.248418200182057,44.34327742517528 ,86.7321941,1.2151814
J09184142+2645526,20111208,0.35233742493282805,1.4197146262672098,0.378208722889338,1.5906276959714991,0.6059296022494378,0.9677456062722238,0.8502563724945351,7.530557793969988,3.0946750681250386,51.6555076616872 ,139.8461159,26.7124055
J04281665+0600176,20111208,0.8703297601354649,1.0881363515858524,0.4047218547362323,1.3115513246467043,-0.42873281118031364,1.6812006853754127,0.8746439115410373,4.967712004516321,1.8914249310406681,-4.661961329864378 ,67.230866,6.0290157
J09430132+2349222,20111208,1.6596090860355754,5.520645186803588,4.370584074214104,3.534980478117339,1.5179390178082326,2.082284978107396,3.817623555867661,5.059653761178488,4.532577542262413,40.72039523420448 ,145.9229032,23.7664794
J08323047-0134380,20111208,0.7701482580857587,-0.305732092103358,-0.19729876741288613,1.047147127515752,0.5959980104273759,0.3808407672857804,0.12967038028197903,5.053098181652144,1.1552906017658937,-9.562052380254626 ,128.2765406,-1.619774
J05285650+1231539,20111208,0.9202636463883479,1.7324460952169054,1.1285567338500302,2.2721410082160274,0.0589420466619164,2.0783021919158844,1.6644025461428218,5.193585666511279,3.205040339684756,21.87003206361814 ,82.4012168,12.5385746
J09184624+2645114,20111208,1.8595777106336266,5.295521899053941,2.995991639275921,8.145948102938542,3.0009452005678074,4.903092451816619,4.4118057954855985,7.148797164710231,5.596644925448977,45.89603717818344 ,139.8662627,26.7007793
J04281667+0600130,20111208,1.3751752994223536,1.9567326806192056,1.1851318506108612,2.356888861399494,0.029383083130514333,2.256090245738579,1.7962089457516515,4.632336521590179,2.8086137636909285,-5.586554346675555 ,67.2307816,6.0280436
J07301752-0340244,20111208,2.7091057516039743,7.712211066410725,5.70465487591717,4.937346961556397,2.088840697576138,2.8694071723350825,4.2384547773077035,5.553316934361522,5.474874049429783,62.88536289282788 ,112.7188818,-3.6988805
J01045368-1807292,20111208,0.1575002253687141,1.2057831182538563,1.7466733060210773,-0.14902269845823862,-1.045379637115039,1.0347283886556518,0.7582225123811207,5.677004187033084,2.2266987740477058,25.6554023780894 ,16.3735733,-18.0615768
J09425716+2351200,20111208,-0.534225818760663,0.13790469147063714,0.08467261304030295,-0.3125959548011528,-0.07318141918766707,-0.19666093674423885,0.20793933208368232,5.356762583695319,1.194172034925058,53.78108439687108 ,145.9061027,23.7995459
J02054859-3010361,20111208,0.6740738612993231,1.8571251669536804,0.9325836963469055,1.6147062578118496,0.731226216410984,0.9043362981258113,1.421386527749573,4.045318409747829,2.4576107627529016,45.7394015285458 ,31.5825366,-30.1223718
J07303040-0339337,20111208,1.4166641747032886,3.1574406759355256,2.570504764938413,1.8402407751449459,0.7370420993898132,1.1325647890854529,1.3933725793665983,1.659687452816927,1.646832463521121,51.100783461435 ,112.7260867,-3.7022771
J00152799-1608008,20111208,-0.03140954848821867,1.9259979315382676,1.4515903599351525,-2.135463573732998,-1.7179856491588714,-0.15526849177016228,1.1835626694871506,3.590153220197181,2.2606619022926076,-9.116390251801423 ,4.0180128,-16.0711472
J03355969-4430453,20111208,0.14819798655128147,0.7351055425211118,-1.1577855442795135,0.15411377594863374,0.2542378489917307,-0.042111445478936846,0.6089246617439507,4.226067709683788,1.8168049235567971,18.693907521932093 ,54.1032449,-44.4753387
J03353849-0829223,20111209,0.23988865225730643,1.2864311092812257,0.21518644609429238,0.7718804258895283,0.41505809943268396,0.3651983237532334,0.6577499456339962,5.242424124015761,2.0151292519829775,22.943350027295146 ,54.0587454,-8.4518037
J03432204-0933512,20111209,0.4775733501125229,1.1608672027516718,0.7934352826786482,2.0008675201794675,0.8595664271246515,1.1449736348353188,1.1051844153343764,7.207332628213901,3.262575555373134,50.18164184607233 ,55.9848311,-9.5260767
J01201792-0933552,20111209,0.7067464987037133,-1.0493811031867497,-1.7509684298561665,1.6792468530522993,1.0333117266326142,0.6625261643151656,0.6210447740074847,6.532334441937233,3.11758041328883,13.92158565182858 ,20.2227799,-9.5034162
J01230055-1257298,20111209,0.30442489040159265,1.1712726987604802,0.1195408662342576,3.1385849263978254,1.627827466210635,1.5428510636295039,2.23007597230057,4.837231328717632,3.241710299921939,6.210823518166369 ,28.7296255,-15.6730995
J01201776-0934041,20111209,1.4052117853774035,1.1935972414177152,0.046783969708991145,2.944525912278629,1.5356318269153832,1.4617530959182026,2.171513434674153,6.128374729688586,4.027903265597118,6.158941420712682 ,20.2221125,-9.505527
J05192293-2845357,20111209,0.6122134162579658,2.112617096357198,1.327525045416667,3.288304449380095,1.3515078324584429,1.8908726996325167,1.8084547015843058,7.148979620061931,3.953932232065578,19.301595957092673 ,79.9620741,-28.7466606
J05032009-1722245,20111209,0.7043256134910605,2.304245976623964,1.2953270172717515,2.3896237265305693,1.0464695966879918,1.3463199873252818,1.7846624501237538,4.428315215841748,3.0827290241581418,39.51355578504456 ,75.963809,-17.3578146
J00451358+0015509,20111209,0.5622639177085289,2.218671428620043,1.192869451280327,2.9192219850985626,1.303853170345712,1.5878875672441846,1.5926110323852467,5.363782424632066,3.5967197905644706,32.52389278275635 ,11.4586493,0.3294535
J02361535+0652191,20111209,0.8524715381778772,1.9273144949408265,1.5263041348620425,2.120176881951636,0.9719675798460489,1.16664697586724,1.7889340749694302,4.158833627858126,2.661889510603578,43.40521030828965 ,39.2258659,6.9276547
J01571110-1014528,20111209,2.68852650231292,5.460192303512532,3.2685231495511906,4.53454513730514,2.1334018105559496,2.466947773705799,4.238907365771244,5.276694215515924,4.684135145030435,-4.551474184277212 ,29.4395831,-10.1918034
J00313539-0552115,20111209,0.7351633539342969,2.572678037319902,1.2216746086178225,3.0726373062051744,1.3127930443109759,1.740694971125668,1.9339292780647994,4.444939831136394,3.318871304041365,6.105363510140502 ,8.0488056,-5.8075766
J01565316+0331567,20111209,0.5543154171366025,0.6192467366338228,0.247365218068589,0.3723377789279826,0.2526661866423915,0.12111824635610072,0.27148169644312203,3.6312210085151673,1.0909227202960383,33.30611355103064 ,29.3774375,3.5896786
J05192200-2845319,20111209,-0.07470262510555385,0.6693497362068233,0.0668551955518614,1.739506172063603,0.7850675080518614,0.8681451620465301,0.7306956434073639,6.842649009762388,2.9178742818196075,11.115736948425784 ,79.9583266,-28.7452952
J01565369+0332014,20111209,0.7735258943000709,2.0349949850287463,1.499592369611952,1.9240726579536997,0.9329406088287631,1.024353717260323,1.695817984977707,3.6828248287797924,2.3433001472647863,26.0099916609652 ,29.3796467,3.590844
J05310430-3011442,20111209,0.8987704701534258,2.0451121913575285,1.2174926017268397,2.768484894768178,1.1668495384894095,1.5886493686631729,1.783934674799944,4.137276767678413,3.106135527741658,-21.29645105766723 ,82.8825054,-30.1918128
J02363244-5928057,20111210,0.4851563163775846,1.295164100094362,0.6146355357204865,1.137866780450197,0.5349611238818728,0.6013266168290584,0.6192483977549713,5.6189420505214045,2.7736543780348684,31.532800416524392 ,39.223725,-59.4163875
J02111797-6313413,20111210,0.9905692609970773,2.960255614738441,1.9833872094575862,2.618869797986341,1.1357253116893924,1.4809677671327905,1.946095734098196,4.282677618665057,3.421652435240617,30.609425877053862 ,32.9044425,-63.1744134
J04210556-4839070,20111210,0.4628602923232607,1.1259605475526215,0.13038709151496902,2.092932484203757,0.7539112543044215,1.2755460577289708,0.7333308353753252,5.66852813846437,2.4008845980084286,47.60098221934859 ,65.3604159,-48.626422
J00563021-0425153,20111210,0.8489619677683153,2.0097665343527202,2.2112307655117576,1.35981667327699,-0.5744427217690875,1.8579824527825684,1.363020997574901,5.813865462180697,3.1285606910547004,22.218151229277648 ,14.2759903,-4.3573661
J02395066-3407557,20111210,0.7978356496222192,2.6747937013072436,1.615308693814087,3.4115872154109135,1.4786341763727506,1.8845757794624882,1.9681521479243507,3.0711881516279873,2.46749841593556,17.427915719858163 ,40.08892,-34.0881782
J02553573+2652208,20111210,0.8416458274081943,2.294606459416776,1.8686525436434431,2.5235642120432877,1.1356567125863388,1.4046131785343174,1.9397940987499784,6.250622975293926,3.743346868515639,43.736013729904045 ,44.0751059,26.9201103
J01123052-1659570,20111210,0.4003208917722245,0.8833668170904294,0.205103101635783,0.9633046510997483,0.20251665496854643,0.7892406303647956,0.6034313100096753,4.43851008097443,2.0037762494429225,47.384778546752926 ,18.2751604,-16.9327439
J04112712-4418097,20111210,0.8362161452340058,2.3612156285415034,0.8910094433399891,2.110908069817108,0.8507304459922851,1.2326921359627037,1.4676607931310144,2.074726183199406,1.5686056680368803,34.17310475144136 ,62.9636662,-44.2712216
J03015142-1635356,20111210,0.20254249487878415,1.3879168280205312,0.009799906055991264,1.2442315696180364,0.4583594115506126,0.7815247972057896,0.9895361987503216,3.282159064506132,2.0425708913248974,19.893481321220587 ,45.6003411,-16.5475114
J03015107-1635306,20111210,0.0605582653849098,0.9401394256919029,-0.45454607241368944,0.7686769328854,0.2477217915833475,0.5170821796841709,0.5269857754234963,3.6450787848124353,1.7781266164387113,21.034856921376704 ,45.598926,-16.5461492
J05421271-0527567,20111210,0.4412210161833194,1.1515327656219172,0.19340995929033344,0.6847053979008472,0.30801403459367893,0.4040333874554329,0.7549958031142306,3.609633022062839,1.533858581039405,59.24109207270302 ,85.6961597,-5.4569846
J04353618-2527347,20111210,1.0528047548763337,3.123917132950801,2.081060589665313,4.1127097378696655,1.7463524268827286,2.3188251241046354,2.176088645426042,5.719870973438919,4.57924149903706,51.49889557571273 ,69.0198534,-25.4391996
J01510405-0607047,20111210,0.4779453376935996,1.063431631969057,1.634543509369974,0.14596048833762443,-1.125795509512324,1.1781197066968299,0.5809600326510738,4.9050577281423795,2.5726296077518294,17.073582181528437 ,27.9157645,-6.0599434
J06022261-2019447],20111210,0.44462592120302646,1.0017966693907603,-0.4704643990458704,0.08356228905598598,0.155408692178904,-0.015854845564936625,0.39799742373605385,5.171501384364017,-2.053056856182819,-787.4661682766219 ,90.7180444,-20.329036
J03040452-2022433,20111210,0.3797043751942528,1.7768120218289054,0.8703620737143856,2.4101058709652046,0.8942842116622974,1.4909432444015336,1.3608275380537966,5.950406308687157,3.3086091126405175,64.95167611660993 ,46.1523545,-20.3369997
J02451431-4344102,20111210,0.6294357503003778,1.7531932402483579,1.118802610846096,3.0992545085077077,1.2484290539507348,1.7604253429807653,1.2712692834700148,5.602279864295438,3.3741859844756643,45.98460831311351 ,41.4225099,-43.6888304
J04351612-1606574,20111210,0.418746378473018,0.15079062450007244,-0.6195523585386795,1.2665022928803071,0.591999213968742,0.5390553351902588,-0.3873116446832649,3.983422595834872,0.8852728025822207,69.30770887471452 ,68.9488067,-16.0911442
J00464336-0424454,20111210,0.5151068859886189,1.841727277504935,1.9298729445755025,1.3791455353150857,-0.41665169391866597,1.7055136127762145,1.322391731627874,5.59183366604096,2.8789889022467987,30.504828848749455 ,11.8298711,-4.3489236
J01005643-0426561,20111210,0.6320466401360298,1.8461358841181308,2.1806400449393406,0.7515901115521757,-0.8902673842718745,1.5819175926745275,1.1724657874785025,4.682035135535301,2.8741637823569794,41.272529130660565 ,15.3880117,-4.3830279
J06303881-0205537,20111210,0.2897821303051454,2.4645873432672825,0.26383959488095277,2.342267113600023,1.0290677564642614,1.294017892039557,0.9148633212805454,6.659270296499505,3.0617418757052954,101.77968764992907 ,97.8091986,-2.1076913
J06192078-0639215,20111210,0.84414623484664,2.529662240445591,1.4251511044987766,2.4805327868272693,1.0288358117726695,1.453355081337389,1.9239276063469803,4.712800066822609,3.3849151089084852,29.840874203286944 ,94.978636,-6.6634878
J05470907-0512106,20111210,0.49221444258019176,1.676305500947785,0.7548283991380721,1.6451396475761115,0.6537246822457596,0.9943778735828578,1.3376491454102521,4.818758858479587,2.6982015230961687,-42.73463487113471 ,86.9338666,-5.2015278
J05360007-0738580,20111210,0.7653490854210692,2.7489098475883154,1.6410931950210155,2.2031888217395252,0.8513045078972961,1.4012119913460297,2.0634412621795537,7.813130777173855,4.226847464999432,41.67625012152912 ,84.14158,-7.6408852
J04402325-0530082,20111211,0.662005249463675,0.17681463457753763,-0.7082331984803647,1.3964907860425286,0.4722242023187579,0.7744124923863726,-0.41316081339698507,6.82656916556393,1.770992340300881,47.81861755570993 ,70.2430922,-5.4797001
J01392170-3936088,20111211,0.30274329739084815,0.8478308669259331,0.3986064637730094,1.1681112529867121,0.49777357362242347,0.6732429389339724,0.6271790209101109,5.671694747546818,2.3355395894862996,46.886877229072 ,24.9714242,-39.5439598
J03150093+0103083,20111211,1.4821232029487927,3.7602842039727973,2.4004850610516573,2.415606153170193,1.1621831694557547,1.29392371852135,2.8003137113010363,2.0682510278687554,2.3113920094560667,105.81828133579374 ,48.9067082,1.0960087
J03472333-0158195,20111211,1.3081945602343221,4.117672268000585,2.9967135456550675,2.99716961504839,1.3645469222661215,1.687725688821652,3.0055344294735082,5.599081784999802,4.991927106953144,36.8683751156703 ,56.9968688,-1.9368034
J01494268-3319201,20111211,0.5348375078275089,1.5953233235925128,0.7264976727831852,1.8889498894034227,0.8273138765558736,1.03854505115708,0.9340899172642837,7.031628451397488,2.890441926873283,53.03022928255564 ,27.5619078,-33.2640359
J01243060-3355014,20111211,0.4087870813385418,1.4460648615126688,0.5078706916752733,1.906106399477839,0.8514300878900276,1.0241239326212812,0.8858596651885907,5.611711376480423,3.4186256575145446,34.386980041939275 ,21.2653767,-33.8568861
J07061392-0942117,20111211,0.33197331308743294,1.8495396897072864,-0.4693265058110614,1.6884187952805654,0.6864928616341942,1.0154509820296187,1.27772596276506,4.519252319401233,2.836084548416566,6.235236293873317 ,106.687399,-9.731203
J01525159-4805413,20111211,0.32022681455940705,1.3059596217613951,0.38737212739714505,2.557654277025705,0.9557356182092067,1.5462033565840438,1.1309775871305248,5.943261666020664,3.1335798156949233,27.151149723001556 ,28.3304702,-48.0379292
J05373975-6154442,20111211,0.9978358215442668,2.0206994607572764,0.30566769912202485,2.218033569577312,0.8472674613655008,1.3494819270012184,1.0444535615715902,5.853806991313018,2.8521008631261306,39.6870059422932 ,84.4471609,-61.9040789
J00043643-4044020,20111211,0.8274848745389227,1.4543526490327006,1.2321845064257595,1.142812266816698,0.48292013990592947,0.7191736303429105,1.7386876983405377,5.434973352233269,3.870948970769264,40.12834628565513 ,1.3060006,-40.6739041
J06571773-1446382,20111211,0.0646929664835898,1.0176735062670066,-0.9539616304813385,0.9749414707151972,0.432694474485635,0.5147428706211448,0.7643751307659007,4.246250813078751,2.1480529018665955,-36.013464697250875 ,104.4586506,-14.7938816
J01474254-4836055,20111211,0.6332007680339116,1.8740409411310006,0.7631590978324261,2.6765547488536656,1.0260665546193788,1.6183127889987845,1.531624481424128,4.5062448926388265,3.4041262400069736,26.704776595009196 ,27.0481266,-48.543989
J03094227+0606089,20111211,0.6371946608715469,1.2508637314785507,0.2217674804775212,1.0111408568772167,0.475438358453726,0.5253083968251628,0.5856774969809349,4.52382003657966,2.137930446848718,42.47247260831914 ,47.5831956,6.1468768
J01505322-3424388,20111211,1.032063242426548,3.113733032718231,1.9348111411515887,3.3332461428593945,1.437017875953773,1.882733639393567,2.2143300299394166,5.371597690236866,3.7505045507010415,59.667305399073705 ,27.8556045,-34.3541943
J23540109-3316242,20111211,0.8200360730520552,1.8954245117279198,2.194532188142575,2.9073016124457496,1.133250299373323,1.7528190292021666,1.9401384257010292,5.442313534551358,3.9907976581209352,29.445158082739805 ,358.6563918,-33.2097981
J03504432-0605400,20111211,0.5082846384151516,1.674240275327307,0.8768227615735544,2.2759921125929967,0.91961032524595,1.3488389455005205,1.2426053340494767,4.394234325986782,2.995628740092883,4.20475013007563 ,57.8274878,-6.0644777
J18023859+0428526,20120419,0.9867916583940817,3.3044034800986224,2.0255493816681467,3.0549820306270834,1.3915453365965718,1.645610799652284,2.5712985052186648,2.581314090221143,2.5156101004118376,-83.31178111474124 ,270.8103762,4.4802661
J19050737-5425149,20120419,0.13419896495216913,-0.11111398167999371,-0.689885983925391,0.4087736410840982,0.15290270668402162,0.17624360169987455,-0.009293457478115538,4.704319651542478,1.528913167462466,-14.614628420160892 ,286.5295731,-54.400168
J19050992-5425079,20120419,0.870943612458281,3.313444067804419,1.596669933926458,3.0364427556925753,1.254590941488583,1.7673460227034363,2.09094550290086,4.668626523069306,3.5225221218582057,-22.291489733073472 ,286.5410196,-54.398266
